worker_key,image_id,image_path,worker_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_z_m,distance_class_3
2person-pavement_000028#1,2person-pavement_000028,images/2person-pavement_000028.png,1,201.074539,316.803802,307.595367,585.800171,4.042969,3-6
2person-pavement_000028#2,2person-pavement_000028,images/2person-pavement_000028.png,2,800.461853,257.995239,959.551758,720,1.999023,<3
2person-pavement_000039#1,2person-pavement_000039,images/2person-pavement_000039.png,1,225.633591,328.051544,344.707611,652.014221,3.410156,3-6
2person-pavement_000040#1,2person-pavement_000040,images/2person-pavement_000040.png,1,220.222565,319.423462,339.768555,650.562439,3.363281,3-6
2person-pavement_000057#1,2person-pavement_000057,images/2person-pavement_000057.png,1,165.799805,320.470459,319.276154,718.699646,2.365234,<3
2person-pavement_000063#1,2person-pavement_000063,images/2person-pavement_000063.png,1,148.796509,316.408905,344.14267,719.59137,2.019531,<3
2person-pavement_000075#1,2person-pavement_000075,images/2person-pavement_000075.png,1,0.213524,332.39386,190.245499,718.595947,1.52832,<3
2person-pavement_000080#1,2person-pavement_000080,images/2person-pavement_000080.png,1,0.321487,444.238886,59.145769,718.984497,,<3
2person-pavement_000099#1,2person-pavement_000099,images/2person-pavement_000099.png,1,560.373779,241.364136,959.915222,719.287903,1.118164,<3
2person-pavement_000108#1,2person-pavement_000108,images/2person-pavement_000108.png,1,8.45121,336.225159,158.802963,719.509277,2.705078,<3
2person-pavement_000108#2,2person-pavement_000108,images/2person-pavement_000108.png,2,508.728912,313.189117,679.231506,719.479187,2.570312,<3
2person-pavement_000110#1,2person-pavement_000110,images/2person-pavement_000110.png,1,29.346519,345.86673,207.79451,719.626343,2.967773,<3
2person-pavement_000110#2,2person-pavement_000110,images/2person-pavement_000110.png,2,499.207397,324.882812,673.266174,719.036377,2.927734,<3
2person-pavement_000122#1,2person-pavement_000122,images/2person-pavement_000122.png,1,156.329819,340.312439,247.652344,601.666565,4.425781,3-6
2person-pavement_000122#2,2person-pavement_000122,images/2person-pavement_000122.png,2,437.794922,330.903351,529.16217,574.861816,4.992188,3-6
2person-pavement_000131#1,2person-pavement_000131,images/2person-pavement_000131.png,1,270.115173,281.119476,344.428711,480.110992,5.527344,3-6
2person-pavement_000131#2,2person-pavement_000131,images/2person-pavement_000131.png,2,473.021576,270.323639,544.20343,455.778717,6.53125,>6
2person-pavement_000140#1,2person-pavement_000140,images/2person-pavement_000140.png,1,301.883423,294.391052,367.407623,457.921997,6.515625,>6
2person-pavement_000140#2,2person-pavement_000140,images/2person-pavement_000140.png,2,474.75531,276.426117,530.466431,428.654785,7.867188,>6
2person-pavement_000151#1,2person-pavement_000151,images/2person-pavement_000151.png,1,341.356232,312.951782,396.647949,474.747253,6.613281,>6
2person-pavement_000151#2,2person-pavement_000151,images/2person-pavement_000151.png,2,485.299622,294.269165,534.471497,433.684296,9.03125,>6
2person-pavement_000167#1,2person-pavement_000167,images/2person-pavement_000167.png,1,383.349396,408.074005,440.881714,583.671692,6.109375,>6
2person-pavement_000167#2,2person-pavement_000167,images/2person-pavement_000167.png,2,495.819336,391.783386,547.872925,537.965637,8.179688,>6
2person-pavement_000174#1,2person-pavement_000174,images/2person-pavement_000174.png,1,354.917999,441.425995,421.429779,637.123352,5.580078,3-6
2person-pavement_000174#2,2person-pavement_000174,images/2person-pavement_000174.png,2,455.504152,423.013619,519.605232,587.491107,6.314453,>6
2person-pavement_000187#1,2person-pavement_000187,images/2person-pavement_000187.png,1,350.294952,400.808807,432.453003,616.591736,5.226562,3-6
2person-pavement_000187#2,2person-pavement_000187,images/2person-pavement_000187.png,2,449.344757,394.693481,502.160614,544.152588,8.074219,>6
2person-pavement_000193#1,2person-pavement_000193,images/2person-pavement_000193.png,1,362.237274,412.438293,449.211914,630.467285,5.191406,3-6
2person-pavement_000193#2,2person-pavement_000193,images/2person-pavement_000193.png,2,456.050903,395.375977,516.618522,553.877017,7.222656,>6
2person-pavement_000202#1,2person-pavement_000202,images/2person-pavement_000202.png,1,337.594757,415.949707,432.410522,636.990051,4.984375,3-6
2person-pavement_000202#2,2person-pavement_000202,images/2person-pavement_000202.png,2,436.541748,400.552551,490.919769,551.294312,8.242188,>6
2person-pavement_000217#1,2person-pavement_000217,images/2person-pavement_000217.png,1,323.01297,399.774078,415.729523,636.08136,4.976562,3-6
2person-pavement_000217#2,2person-pavement_000217,images/2person-pavement_000217.png,2,447.736725,386.13913,507.072693,532.906128,8.601562,>6
2person-pavement_000229#1,2person-pavement_000229,images/2person-pavement_000229.png,1,293.950134,396.630707,404.900024,646.398804,4.623047,3-6
2person-pavement_000229#2,2person-pavement_000229,images/2person-pavement_000229.png,2,446.078522,389.257355,497.364166,537.273315,8.226562,>6
2person-pavement_000238#1,2person-pavement_000238,images/2person-pavement_000238.png,1,384.667328,381.931824,469.960785,636.640564,4.277344,3-6
2person-pavement_000238#2,2person-pavement_000238,images/2person-pavement_000238.png,2,484.982025,367.634766,541.639038,514.802307,8.28125,>6
2person-pavement_000244#1,2person-pavement_000244,images/2person-pavement_000244.png,1,403.335022,363.704468,491.861389,634.939148,4.039062,3-6
2person-pavement_000244#2,2person-pavement_000244,images/2person-pavement_000244.png,2,474.330057,356.86633,511.017252,496.424741,,>6
2person-pavement_000257#1,2person-pavement_000257,images/2person-pavement_000257.png,1,406.20639,357.123779,480.432474,534.092412,6.830078,>6
2person-pavement_000257#2,2person-pavement_000257,images/2person-pavement_000257.png,2,564.261719,373.369354,666.984192,688.448425,3.529297,3-6
2person-pavement_000269#1,2person-pavement_000269,images/2person-pavement_000269.png,1,370.996216,349.474945,448.388306,540.40979,6.523438,>6
2person-pavement_000269#2,2person-pavement_000269,images/2person-pavement_000269.png,2,682.137878,372.094666,786.328735,658.252441,3.890625,3-6
2person-pavement_000277#1,2person-pavement_000277,images/2person-pavement_000277.png,1,382.244415,358.064301,470.2742,556.535034,6.082031,>6
2person-pavement_000277#2,2person-pavement_000277,images/2person-pavement_000277.png,2,690.037354,381.31842,807.016846,624.466736,4.683594,3-6
2person-pavement_000288#1,2person-pavement_000288,images/2person-pavement_000288.png,1,467.530609,357.712372,537.058472,578.864563,5.507812,3-6
2person-pavement_000288#2,2person-pavement_000288,images/2person-pavement_000288.png,2,753.627686,386.230957,865.585327,598.908325,5.236328,3-6
2person-pavement_000292#1,2person-pavement_000292,images/2person-pavement_000292.png,1,456.452066,356.029508,549.260752,603.154615,5.21875,3-6
2person-pavement_000292#2,2person-pavement_000292,images/2person-pavement_000292.png,2,767.387878,384.165436,840.892273,588.587036,5.054688,3-6
2person-pavement_000303#1,2person-pavement_000303,images/2person-pavement_000303.png,1,562.113708,350.371399,679.313843,629.073853,3.929688,3-6
2person-pavement_000303#2,2person-pavement_000303,images/2person-pavement_000303.png,2,872.057373,387.236115,959.115967,601.290222,4.484375,3-6
2person-pavement_000317#1,2person-pavement_000317,images/2person-pavement_000317.png,1,618.645142,317.76062,724.736816,607.031982,4.375,3-6
2person-pavement_000317#2,2person-pavement_000317,images/2person-pavement_000317.png,2,845.917603,357.207306,958.976074,566.084229,,3-6
2person-pavement_000327#1,2person-pavement_000327,images/2person-pavement_000327.png,1,302.474884,316.391602,431.755585,639.626831,3.992188,3-6
2person-pavement_000327#2,2person-pavement_000327,images/2person-pavement_000327.png,2,471.222656,360.481476,556.617432,565.531555,5.683594,3-6
2person-pavement_000330#1,2person-pavement_000330,images/2person-pavement_000330.png,1,294.700195,311.546906,425.556152,651.386353,3.792969,3-6
2person-pavement_000330#2,2person-pavement_000330,images/2person-pavement_000330.png,2,486.471497,354.342651,570.194641,561.650452,5.574219,3-6
2person-pavement_000340#1,2person-pavement_000340,images/2person-pavement_000340.png,1,503.89389,317.689178,599.647766,685.742493,3.365234,3-6
2person-pavement_000340#2,2person-pavement_000340,images/2person-pavement_000340.png,2,709.376038,365.831268,814.591797,629.863647,4.457031,3-6
2person-pavement_000350#1,2person-pavement_000350,images/2person-pavement_000350.png,1,631.540161,335.887665,753.709717,683.329346,3.626953,3-6
2person-pavement_000350#2,2person-pavement_000350,images/2person-pavement_000350.png,2,879.216064,377.378632,959.943604,709.695068,3.466797,3-6
2person-pavement_000364#1,2person-pavement_000364,images/2person-pavement_000364.png,1,828.333801,368.710907,946.670105,642.834595,4.363281,3-6
2person-pavement_000374#1,2person-pavement_000374,images/2person-pavement_000374.png,1,623.970337,341.240021,695.112915,528.327026,6.472656,>6
2person-pavement_000386#1,2person-pavement_000386,images/2person-pavement_000386.png,1,332.089722,331.557495,382.631409,476.260986,8.46875,>6
2person-pavement_000386#2,2person-pavement_000386,images/2person-pavement_000386.png,2,752.729309,357.188324,918.513794,674.7948,3.464844,3-6
2person-pavement_000391#1,2person-pavement_000391,images/2person-pavement_000391.png,1,160.553116,286.326782,222.223038,430.220215,,>6
2person-pavement_000391#2,2person-pavement_000391,images/2person-pavement_000391.png,2,620.226746,323.797485,751.968506,598.948059,4.078125,3-6
2person-pavement_000405#1,2person-pavement_000405,images/2person-pavement_000405.png,1,597.434509,354.299561,722.862915,622.139648,4.179688,3-6
2person-pavement_000415#1,2person-pavement_000415,images/2person-pavement_000415.png,1,549.399963,330.645538,673.107483,590.878845,4.226562,3-6
2person-pavement_000426#1,2person-pavement_000426,images/2person-pavement_000426.png,1,23.230087,311.444672,79.924782,446.598541,,>6
2person-pavement_000426#2,2person-pavement_000426,images/2person-pavement_000426.png,2,655.146301,380.465454,751.877441,679.653015,3.794922,3-6
2person-pavement_000439#1,2person-pavement_000439,images/2person-pavement_000439.png,1,109.23864,327.308807,159.712351,453.344428,,>6
2person-pavement_000439#2,2person-pavement_000439,images/2person-pavement_000439.png,2,676.619995,367.24765,794.148071,691.056152,3.330078,3-6
2person-pavement_000447#1,2person-pavement_000447,images/2person-pavement_000447.png,1,12.325424,361.400696,65.129158,442.944885,18.640625,>6
2person-pavement_000447#2,2person-pavement_000447,images/2person-pavement_000447.png,2,171.881828,355.420334,228.197345,479.434943,,>6
2person-pavement_000447#3,2person-pavement_000447,images/2person-pavement_000447.png,3,745.227783,390.29187,903.490051,719.854248,3.075195,3-6
2person-pavement_000451#1,2person-pavement_000451,images/2person-pavement_000451.png,1,155.048728,334.759931,204.081112,422.096182,17.78125,>6
2person-pavement_000451#2,2person-pavement_000451,images/2person-pavement_000451.png,2,252.186644,330.512922,302.097748,450.243073,,>6
2person-pavement_000451#3,2person-pavement_000451,images/2person-pavement_000451.png,3,817.879395,382.525513,959.817627,720,2.962891,<3
2person-pavement_000469#1,2person-pavement_000469,images/2person-pavement_000469.png,1,506.351246,353.750041,559.690418,489.394023,,>6
2person-pavement_000469#2,2person-pavement_000469,images/2person-pavement_000469.png,2,593.997131,377.135406,623.020264,439.039246,,>6
2person-pavement_000472#1,2person-pavement_000472,images/2person-pavement_000472.png,1,488.946259,375.212128,550.233093,520.664856,8.710938,>6
2person-pavement_000472#2,2person-pavement_000472,images/2person-pavement_000472.png,2,600.140625,399.865631,625.531494,462.166809,16.28125,>6
2person-pavement_000489#1,2person-pavement_000489,images/2person-pavement_000489.png,1,499.586243,338.294342,584.293457,551.932373,5.878906,3-6
2person-pavement_000489#2,2person-pavement_000489,images/2person-pavement_000489.png,2,641.23999,369.798431,667.287292,428.558533,20,>6
2person-pavement_000496#1,2person-pavement_000496,images/2person-pavement_000496.png,1,453.44104,317.954315,542.732971,590.932251,4.589844,3-6
2person-pavement_000496#2,2person-pavement_000496,images/2person-pavement_000496.png,2,583.754578,344.411774,613.074341,408.984222,19.765625,>6
2person-pavement_000509#1,2person-pavement_000509,images/2person-pavement_000509.png,1,413.553864,290.157104,578.204834,719.224304,2.390625,<3
2person-pavement_000517#1,2person-pavement_000517,images/2person-pavement_000517.png,1,294.694458,346.565002,316.627014,408.633484,,>6
2person-pavement_000517#2,2person-pavement_000517,images/2person-pavement_000517.png,2,485.969604,252.047394,778.13269,719.433838,1.46875,<3
2person-pavement_000517#3,2person-pavement_000517,images/2person-pavement_000517.png,3,644.628479,350.804474,742.637146,627.516724,3.755859,3-6
2person-pavement_000524#1,2person-pavement_000524,images/2person-pavement_000524.png,1,183.19899,333.248291,206.771851,392.652374,18.117188,>6
2person-pavement_000524#2,2person-pavement_000524,images/2person-pavement_000524.png,2,447.349396,345.008057,546.791199,651.576782,3.483398,3-6
2person-pavement_000524#3,2person-pavement_000524,images/2person-pavement_000524.png,3,661.361938,203.684372,959.424133,718.892334,0.898438,<3
2person-pavement_000531#1,2person-pavement_000531,images/2person-pavement_000531.png,1,187.756851,344.133484,211.428223,400.302612,19.78125,>6
2person-pavement_000531#2,2person-pavement_000531,images/2person-pavement_000531.png,2,325.565735,346.397034,493.482239,719.203491,2.892578,<3
2person-pavement_000542#1,2person-pavement_000542,images/2person-pavement_000542.png,1,261.021057,316.626343,287.578491,366.446503,19.609375,>6
2person-pavement_000542#2,2person-pavement_000542,images/2person-pavement_000542.png,2,292.544037,282.22345,690.194885,719.093506,1.113281,<3
2person-pavement_000555#1,2person-pavement_000555,images/2person-pavement_000555.png,1,310.159058,322.680084,331.729919,370.638245,19.734375,>6
2person-pavement_000591#1,2person-pavement_000591,images/2person-pavement_000591.png,1,740.872498,336.133118,959.326172,719.439148,2.248047,<3
2person-pavement_000608#1,2person-pavement_000608,images/2person-pavement_000608.png,1,14.869034,292.265259,206.417542,670.869934,2.753906,<3
2person-pavement_000608#2,2person-pavement_000608,images/2person-pavement_000608.png,2,697.045715,254.5811,942.492554,719.518066,1.886719,<3
2person-pavement_000614#1,2person-pavement_000614,images/2person-pavement_000614.png,1,161.356476,315.173584,315.155548,625.644653,3.576172,3-6
2person-pavement_000614#2,2person-pavement_000614,images/2person-pavement_000614.png,2,637.802307,278.448242,836.061096,719.893921,2.578125,<3
2person-pavement_000623#1,2person-pavement_000623,images/2person-pavement_000623.png,1,204.615509,307.9039,333.403198,575.799866,4.109375,3-6
2person-pavement_000623#2,2person-pavement_000623,images/2person-pavement_000623.png,2,630.1474,267.856781,773.20282,644.21228,3.330078,3-6
2person-pavement_000632#1,2person-pavement_000632,images/2person-pavement_000632.png,1,204.205185,318.553162,308.14563,607.277588,3.988281,3-6
2person-pavement_000632#2,2person-pavement_000632,images/2person-pavement_000632.png,2,636.930603,288.216858,768.177612,633.761047,3.507812,3-6
2person-pavement_000647#1,2person-pavement_000647,images/2person-pavement_000647.png,1,104.501266,293.644958,230.711838,582.983643,3.844727,3-6
2person-pavement_000647#2,2person-pavement_000647,images/2person-pavement_000647.png,2,585.831482,271.751129,700.588257,625.710083,3.558594,3-6
2person-pavement_000652#1,2person-pavement_000652,images/2person-pavement_000652.png,1,100.349716,348.151062,219.980759,629.787231,4.019531,3-6
2person-pavement_000652#2,2person-pavement_000652,images/2person-pavement_000652.png,2,558.579224,314.782196,702.325012,672.475586,3.521484,3-6
2person-pavement_000661#1,2person-pavement_000661,images/2person-pavement_000661.png,1,130.658493,373.714539,237.144791,645.397827,4.320312,3-6
2person-pavement_000661#2,2person-pavement_000661,images/2person-pavement_000661.png,2,529.794983,339.756439,673.681702,701.931091,3.472656,3-6
2person-pavement_000679#1,2person-pavement_000679,images/2person-pavement_000679.png,1,193.601028,364.195282,285.366974,604.642273,4.871094,3-6
2person-pavement_000679#2,2person-pavement_000679,images/2person-pavement_000679.png,2,577.568542,325.511627,703.028198,675.822388,3.6875,3-6
2person-pavement_000689#1,2person-pavement_000689,images/2person-pavement_000689.png,1,214.895798,338.729095,315.729675,604.808716,4.53125,3-6
2person-pavement_000689#2,2person-pavement_000689,images/2person-pavement_000689.png,2,680.871094,319.482513,823.110962,673.375,3.453125,3-6
2person-pavement_000690#1,2person-pavement_000690,images/2person-pavement_000690.png,1,173.111755,334.370636,284.054535,603.276855,4.269531,3-6
2person-pavement_000690#2,2person-pavement_000690,images/2person-pavement_000690.png,2,650.984863,316.131409,803.098022,668.322693,3.507812,3-6
2person-pavement_000702#1,2person-pavement_000702,images/2person-pavement_000702.png,1,443.791351,324.927429,604.585693,660.245056,3.722656,3-6
2person-pavement_000711#1,2person-pavement_000711,images/2person-pavement_000711.png,1,429.301483,305.209808,555.345398,609.644897,3.945312,3-6
2person-pavement_000724#1,2person-pavement_000724,images/2person-pavement_000724.png,1,93.093872,332.936127,304.775604,719.299927,2.09375,<3
2person-pavement_000724#2,2person-pavement_000724,images/2person-pavement_000724.png,2,414.187683,315.118103,503.337158,550.748718,5.085938,3-6
2person-pavement_000732#1,2person-pavement_000732,images/2person-pavement_000732.png,1,280.19339,323.04184,442.666931,669.825928,3.068359,3-6
2person-pavement_000732#2,2person-pavement_000732,images/2person-pavement_000732.png,2,389.996338,321.198395,457.806227,519.213967,5.296875,3-6
2person-pavement_000745#1,2person-pavement_000745,images/2person-pavement_000745.png,1,383.958557,302.465637,431.951233,445.974182,8.34375,>6
2person-pavement_000745#2,2person-pavement_000745,images/2person-pavement_000745.png,2,527.167053,309.319397,636.592102,576.760498,4.164062,3-6
2person-pavement_000752#1,2person-pavement_000752,images/2person-pavement_000752.png,1,337.102386,350.400787,384.39212,498.492645,8.726562,>6
2person-pavement_000752#2,2person-pavement_000752,images/2person-pavement_000752.png,2,604.696655,378.925964,735.936401,638.388794,4.181641,3-6
2person-pavement_000763#1,2person-pavement_000763,images/2person-pavement_000763.png,1,197.213027,340.72626,273.097573,509.189163,8.359375,>6
2person-pavement_000763#2,2person-pavement_000763,images/2person-pavement_000763.png,2,685.623474,393.430664,814.051941,656.662903,4.503906,3-6
2person-pavement_000774#1,2person-pavement_000774,images/2person-pavement_000774.png,1,135.053207,344.586639,199.243256,500.997711,,>6
2person-pavement_000774#2,2person-pavement_000774,images/2person-pavement_000774.png,2,777.388733,420.650208,904.503113,686.391541,4.363281,3-6
2person-pavement_000780#1,2person-pavement_000780,images/2person-pavement_000780.png,1,112.524706,333.552691,185.582032,510.62215,,>6
2person-pavement_000780#2,2person-pavement_000780,images/2person-pavement_000780.png,2,860.898376,392.010864,958.367615,658.472351,4.273438,3-6
2person-pavement_000797#1,2person-pavement_000797,images/2person-pavement_000797.png,1,380.913849,358.684296,444.636932,505.080322,8.21875,>6
2person-pavement_000804#1,2person-pavement_000804,images/2person-pavement_000804.png,1,391.178009,327.655334,432.722809,477.05722,8.1875,>6
2person-pavement_000819#1,2person-pavement_000819,images/2person-pavement_000819.png,1,358.341888,341.366638,429.975311,504.9104,7.5625,>6
2person-pavement_000820#1,2person-pavement_000820,images/2person-pavement_000820.png,1,369.898712,345.582825,439.857269,509.139313,7.535156,>6
2person-pavement_000837#1,2person-pavement_000837,images/2person-pavement_000837.png,1,790.7771,379.545227,922.71283,719.273071,2.926758,<3
2person-pavement_000840#1,2person-pavement_000840,images/2person-pavement_000840.png,1,598.993164,375.162231,721.928284,695.929565,3.564453,3-6
2person-pavement_000854#1,2person-pavement_000854,images/2person-pavement_000854.png,1,509.724823,369.61441,609.127625,618.190125,4.46875,3-6
2person-pavement_000866#1,2person-pavement_000866,images/2person-pavement_000866.png,1,515.315735,365.50058,633.745422,641.120056,4.183594,3-6
2person-pavement_000872#1,2person-pavement_000872,images/2person-pavement_000872.png,1,479.211761,382.931061,624.622864,658.497009,4.015625,3-6
2person-pavement_000889#1,2person-pavement_000889,images/2person-pavement_000889.png,1,110.857361,292.72522,199.520569,539.269958,6.558594,>6
2person-pavement_000889#2,2person-pavement_000889,images/2person-pavement_000889.png,2,504.325104,320.005829,621.233887,719.490601,2.503906,<3
2person-pavement_000892#1,2person-pavement_000892,images/2person-pavement_000892.png,1,201.05096,299.055206,304.740657,544.057434,5.101562,3-6
2person-pavement_000892#2,2person-pavement_000892,images/2person-pavement_000892.png,2,471.103088,321.959015,662.875305,719.460754,2.091797,<3
2person-pavement_000903#1,2person-pavement_000903,images/2person-pavement_000903.png,1,277.53009,296.489349,675.26886,719.487122,1.166992,<3
2person-pavement_000903#2,2person-pavement_000903,images/2person-pavement_000903.png,2,640.615417,303.004669,762.596985,630.355286,3.830078,3-6
2person-pavement_000912#1,2person-pavement_000912,images/2person-pavement_000912.png,1,175.350906,272.136108,509.655121,719.412231,1.162109,<3
2person-pavement_000927#1,2person-pavement_000927,images/2person-pavement_000927.png,1,742.096741,293.303619,869.622803,685.907227,3.226562,3-6
2person-pavement_000930#1,2person-pavement_000930,images/2person-pavement_000930.png,1,610.323669,296.619812,732.434875,644.493164,3.445312,3-6
2person-pavement_000948#1,2person-pavement_000948,images/2person-pavement_000948.png,1,558.953857,270.015289,732.829346,718.802551,2.648438,<3
2person-pavement_000951#1,2person-pavement_000951,images/2person-pavement_000951.png,1,577.783669,281.49527,699.946752,720,2.400391,<3
2person-pavement_000961#1,2person-pavement_000961,images/2person-pavement_000961.png,1,566.697327,269.978943,736.253906,719.226196,1.483398,<3
2person-pavement_000970#1,2person-pavement_000970,images/2person-pavement_000970.png,1,367.649078,259.052124,699.108704,719.373779,0.979004,<3
2person-pavement_000989#1,2person-pavement_000989,images/2person-pavement_000989.png,1,339.646637,275.456635,721.13385,719.318726,1.287109,<3
2person-pavement_000990#1,2person-pavement_000990,images/2person-pavement_000990.png,1,368.735901,294.318878,692.674927,719.436829,1.455078,<3
2person-pavement_001003#1,2person-pavement_001003,images/2person-pavement_001003.png,1,502.254913,339.264374,612.079529,623.736877,4.359375,3-6
2person-pavement_001012#1,2person-pavement_001012,images/2person-pavement_001012.png,1,566.191101,328.224152,647.844971,542.421204,5.945312,3-6
2person-pavement_001022#1,2person-pavement_001022,images/2person-pavement_001022.png,1,573.579712,348.003418,631.123352,522.549133,6.875,>6
2person-pavement_001039#1,2person-pavement_001039,images/2person-pavement_001039.png,1,107.42411,383.770569,274.822174,675.488342,3.900391,3-6
2person-pavement_001048#1,2person-pavement_001048,images/2person-pavement_001048.png,1,504.295807,384.150604,637.632996,682.485046,3.75,3-6
2person-pavement_001054#1,2person-pavement_001054,images/2person-pavement_001054.png,1,472.962006,392.691833,590.334412,700.98999,3.785156,3-6
2person-pavement_001068#1,2person-pavement_001068,images/2person-pavement_001068.png,1,501.40863,393.53302,604.43866,706.804199,3.570312,3-6
2person-pavement_001073#1,2person-pavement_001073,images/2person-pavement_001073.png,1,514.487976,380.815552,616.725769,701.90387,3.429688,3-6
2person-pavement_001080#1,2person-pavement_001080,images/2person-pavement_001080.png,1,535.044067,388.573792,652.753174,718.643982,3.304688,3-6
2person-pavement_001097#1,2person-pavement_001097,images/2person-pavement_001097.png,1,623.694763,383.518097,753.209473,719.01178,2.771484,<3
2person-pavement_001101#1,2person-pavement_001101,images/2person-pavement_001101.png,1,557.589844,410.932251,698.66333,719.17749,2.818359,<3
2person-pavement_001118#1,2person-pavement_001118,images/2person-pavement_001118.png,1,602.575195,437.926208,751.372925,719.19458,2.410156,<3
2person-pavement_001129#1,2person-pavement_001129,images/2person-pavement_001129.png,1,602.62323,458.089325,769.58374,719.571045,2.183594,<3
2person-pavement_001130#1,2person-pavement_001130,images/2person-pavement_001130.png,1,596.898376,450.307251,765.107056,719.497559,2.154297,<3
2person-pavement_001140#1,2person-pavement_001140,images/2person-pavement_001140.png,1,547.676025,413.462799,723.457214,719.416992,2.033203,<3
2person-pavement_001152#1,2person-pavement_001152,images/2person-pavement_001152.png,1,536.989075,391.403687,748.065002,718.344543,1.541016,<3
2person-pavement_001162#1,2person-pavement_001162,images/2person-pavement_001162.png,1,536.959717,347.804962,815.059204,719.448669,1.136719,<3
2person-pavement_001171#1,2person-pavement_001171,images/2person-pavement_001171.png,1,537.039612,349.54718,863.068726,719.14502,0.981445,<3
2person-pavement_001186#1,2person-pavement_001186,images/2person-pavement_001186.png,1,559.034546,299.92511,855.178589,719.338318,1.03125,<3
2person-pavement_001193#1,2person-pavement_001193,images/2person-pavement_001193.png,1,486.597229,344.693726,685.14563,719.771912,1.644531,<3
2person-pavement_001200#1,2person-pavement_001200,images/2person-pavement_001200.png,1,568.543274,344.659607,711.950195,718.564453,2.539062,<3
2person-pavement_001217#1,2person-pavement_001217,images/2person-pavement_001217.png,1,546.477356,375.423462,707.591553,676.560242,3.625,3-6
2person-pavement_001222#1,2person-pavement_001222,images/2person-pavement_001222.png,1,599.616089,367.172516,767.961426,674.929932,3.572266,3-6
2person-pavement_001238#1,2person-pavement_001238,images/2person-pavement_001238.png,1,779.495911,385.457703,941.042542,719.736511,3.199219,3-6
2person-pavement_001244#1,2person-pavement_001244,images/2person-pavement_001244.png,1,486.201691,265.674042,843.752075,719.226074,1.09375,<3
2person-pavement_001253#1,2person-pavement_001253,images/2person-pavement_001253.png,1,315.053772,308.632629,547.533997,719.438965,1.869141,<3
2person-pavement_001260#1,2person-pavement_001260,images/2person-pavement_001260.png,1,270.162048,324.444122,431.053467,718.426086,2.457031,<3
2person-pavement_001275#1,2person-pavement_001275,images/2person-pavement_001275.png,1,326.425781,360.244171,450.679962,655.015503,4.398438,3-6
2person-pavement_001281#1,2person-pavement_001281,images/2person-pavement_001281.png,1,330.052032,340.277252,404.026917,579.189148,5.332031,3-6
2person-pavement_001299#1,2person-pavement_001299,images/2person-pavement_001299.png,1,343.114838,309.111969,491.932343,719.763123,2.517578,<3
2person-pavement_001305#1,2person-pavement_001305,images/2person-pavement_001305.png,1,305.58197,297.288239,467.364441,719.68573,2.357422,<3
2person-pavement_001312#1,2person-pavement_001312,images/2person-pavement_001312.png,1,361.576996,293.689453,543.266479,718.469055,2.275391,<3
2person-pavement_001325#1,2person-pavement_001325,images/2person-pavement_001325.png,1,485.001251,323.202423,714.301453,720,1.744141,<3
2person-pavement_001338#1,2person-pavement_001338,images/2person-pavement_001338.png,1,434.96109,332.497375,626.92572,719.440247,1.466797,<3
2person-pavement_001344#1,2person-pavement_001344,images/2person-pavement_001344.png,1,405.618805,343.6203,609.409851,719.082825,1.969727,<3
2person-pavement_001350#1,2person-pavement_001350,images/2person-pavement_001350.png,1,475.902954,320.223175,605.965942,696.121643,2.859375,<3
2person-pavement_001368#1,2person-pavement_001368,images/2person-pavement_001368.png,1,358.418404,371.707214,395.078567,442.954685,18.671875,>6
2person-pavement_001368#2,2person-pavement_001368,images/2person-pavement_001368.png,2,646.334351,401.807689,774.033802,666.065918,4.392578,3-6
2person-pavement_001373#1,2person-pavement_001373,images/2person-pavement_001373.png,1,403.180174,363.856284,440.173875,444.667301,18.5625,>6
2person-pavement_001373#2,2person-pavement_001373,images/2person-pavement_001373.png,2,699.349792,403.582672,785.850647,656.208679,4.550781,3-6
2person-pavement_001389#1,2person-pavement_001389,images/2person-pavement_001389.png,1,430.946426,375.64978,459.424255,448.046155,17.382812,>6
2person-pavement_001389#2,2person-pavement_001389,images/2person-pavement_001389.png,2,641.392273,397.293365,740.396729,641.015503,4.683594,3-6
2person-pavement_001395#1,2person-pavement_001395,images/2person-pavement_001395.png,1,484.554474,383.161591,506.0961,445.718292,18.265625,>6
2person-pavement_001395#2,2person-pavement_001395,images/2person-pavement_001395.png,2,699.340942,396.914337,784.481567,646.568542,4.507812,3-6
2person-pavement_001403#1,2person-pavement_001403,images/2person-pavement_001403.png,1,466.371277,384.271088,491.911377,451.253815,17.984375,>6
2person-pavement_001403#2,2person-pavement_001403,images/2person-pavement_001403.png,2,669.106995,414.791473,794.079895,669.326355,4.601562,3-6
2person-pavement_001415#1,2person-pavement_001415,images/2person-pavement_001415.png,1,432.841189,394.235718,479.712136,469.318041,17.859375,>6
2person-pavement_001415#2,2person-pavement_001415,images/2person-pavement_001415.png,2,696.21698,418.363403,804.391357,659.968506,4.867188,3-6
2person-pavement_001422#1,2person-pavement_001422,images/2person-pavement_001422.png,1,465.286445,371.571617,501.126594,452.191476,17.476562,>6
2person-pavement_001422#2,2person-pavement_001422,images/2person-pavement_001422.png,2,746.972534,383.024689,856.026489,623.281921,4.666016,3-6
