recording,loc,frame_id,time_sec,person_rank,person_count,bbox,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,yolo_conf,dist_conf2,dist_conf1,gt_distance_m,band,has_conf2,conf2_pixel_count,conf1_pixel_count,conf2_vs_conf1_abs_diff_m,divergence_flag,sharpness,vest,hard_hat,occlusion,orientation,lateral
Garage3,Garage,2676,44.61711308313534,2,2,"710.93,411.08,747.95,524.92",710.92822265625,411.081298828125,747.9473876953125,524.9188232421875,4214.170103922486,0.7701101303100586,,,,,False,0,0,,False,3183.025777162204,,,,,
Garage3,Garage,2700,45.01726462505758,1,2,"384.33,405.94,444.86,585.50",384.3255615234375,405.94122314453125,444.85931396484375,585.49560546875,10869.100529383868,0.8460085391998291,7.00390625,7.015625,7.00390625,>5,True,176,262,0.01171875,False,3165.677495284167,,,,,
Garage3,Garage,2700,45.01726462505758,2,2,"702.99,408.46,741.00,518.29",702.9940185546875,408.46075439453125,741.0026245117188,518.2926025390625,4174.555437657982,0.7524095177650452,,,,,False,0,0,,False,3204.098669750832,,,,,
Garage3,Garage,2796,46.61787100019865,1,2,"349.28,400.32,442.17,651.21",349.2801513671875,400.3214111328125,442.1741943359375,651.2053833007812,23305.626490741968,0.8698747754096985,5.05078125,5.0859375,5.05078125,>5,True,87,485,0.03515625,False,2212.7328476886455,,,,,
Garage3,Garage,2796,46.61787100019865,2,2,"616.46,413.08,660.33,534.11",616.46484375,413.079345703125,660.333740234375,534.107177734375,5309.357435107231,0.8045775294303894,,,,,False,0,0,,False,2481.5401881214725,,,,,
Garage3,Garage,2820,47.01802250021137,1,2,"344.37,399.51,437.01,682.56",344.3740539550781,399.51348876953125,437.00921630859375,682.5614013671875,26220.189337307587,0.8723264932632446,4.720703125,4.73046875,4.720703125,3-5,True,366,590,0.009765625,False,2028.5133795531688,,,,,
Garage3,Garage,2820,47.01802250021137,2,2,"585.95,411.89,623.15,534.12",585.9494018554688,411.88983154296875,623.1498413085938,534.1187744140625,4546.970388695598,0.7579020261764526,,,,,False,0,0,,False,2637.305152552096,,,,,
Garage3,Garage,2844,47.418174042133614,1,2,"322.91,394.04,436.62,708.73",322.9100646972656,394.0441589355469,436.6240539550781,708.73388671875,35784.6243246831,0.8991013765335083,4.20703125,4.21875,4.20703125,3-5,True,554,834,0.01171875,False,1874.263694025674,,,,,
Garage3,Garage,2844,47.418174042133614,2,2,"533.99,410.34,598.73,535.95",533.9932250976562,410.3416748046875,598.727783203125,535.9489135742188,8131.129096593708,0.8467580676078796,,10.03125,10.03125,>5,False,0,13,,False,1569.0422044374668,,,,,
Garage3,Garage,2868,47.81832554214634,1,2,"317.08,389.71,433.71,719.78",317.0849609375,389.7084045410156,433.71026611328125,719.779052734375,38494.59007511847,0.8933659791946411,3.744140625,3.75390625,3.744140625,3-5,True,544,838,0.009765625,False,1950.171224157825,,,,,
Garage3,Garage,2868,47.81832554214634,2,2,"483.95,409.35,561.71,538.55",483.9450988769531,409.34600830078125,561.707763671875,538.5514526367188,10047.359657574445,0.8701377511024475,,9.6328125,9.6328125,>5,False,0,63,,False,1377.297953844068,,,,,
Garage3,Garage,2892,48.218477042159066,1,2,"272.09,385.35,403.88,719.46",272.08917236328125,385.3450012207031,403.8782043457031,719.45654296875,44032.23666112963,0.8966760635375977,3.296875,3.31640625,3.296875,3-5,True,426,996,0.01953125,False,1682.243376703813,,,,,
Garage3,Garage,2892,48.218477042159066,2,2,"458.57,408.04,504.49,536.38",458.5661315917969,408.0376281738281,504.4928283691406,536.383544921875,5894.504001097754,0.7455981373786926,,,,,False,0,0,,False,2237.8544326846413,,,,,
Garage3,Garage,2916,48.6186286250595,1,2,"194.55,391.72,381.37,719.47",194.5503387451172,391.7231140136719,381.36865234375,719.4695434570312,61229.035236581694,0.9371049404144287,2.9013671875,2.9296875,2.9013671875,<3,True,752,1240,0.0283203125,False,1363.6176837098594,,,,,
Garage3,Garage,2916,48.6186286250595,2,2,"429.39,406.03,464.00,537.00",429.3930358886719,406.03411865234375,463.9992370605469,536.9971923828125,4532.1344756037,0.766028642654419,,9.90234375,9.90234375,>5,False,0,4,,False,2456.1015057159743,,,,,
Garage3,Garage,2940,49.018780125072226,1,3,"141.10,379.75,290.84,719.82",141.10440063476562,379.74945068359375,290.84393310546875,719.8206787109375,50922.106691552326,0.8723835945129395,2.548828125,2.55859375,2.548828125,<3,True,922,1168,0.009765625,False,1087.0726922804815,,,,,
Garage3,Garage,2940,49.018780125072226,2,3,"375.94,410.22,441.04,537.13",375.9403381347656,410.2209777832031,441.03533935546875,537.13427734375,8261.42138981726,0.7976257801055908,,9.67578125,9.67578125,>5,False,0,12,,False,1856.1812550796915,,,,,
Garage3,Garage,2940,49.018780125072226,3,3,"383.83,409.91,428.84,535.77",383.83111572265625,409.91473388671875,428.8367919921875,535.7678833007812,5664.106100030243,0.33025434613227844,,9.75,9.75,>5,False,0,5,,False,2155.5638976911223,,,,,
Garage3,Garage,2964,49.41893162508495,1,2,"0.28,373.81,172.59,719.22",0.2821083068847656,373.8111572265625,172.5858154296875,719.220947265625,59515.38730023941,0.8923600912094116,2.1748046875,2.1875,2.1748046875,<3,True,312,1258,0.0126953125,False,783.5255023076132,,,,,
Garage3,Garage,2964,49.41893162508495,2,2,"342.51,406.90,400.40,534.04",342.507080078125,406.9018249511719,400.3988037109375,534.0440673828125,7360.483560908586,0.7083041071891785,,10.078125,10.078125,>5,False,0,6,,False,2702.6681057803453,,,,,
Garage3,Garage,2988,49.81908308318816,1,1,"0.16,486.48,36.04,719.42",0.15938472747802734,486.4812927246094,36.04072570800781,719.421875,8358.220460826444,0.7099605798721313,,2.9814453125,2.9814453125,<3,False,0,2,,False,263.50030350463476,,,,,
Garage3,Garage,3228,53.82059845817275,1,1,"363.76,409.03,411.61,540.51",363.7552795410156,409.02996826171875,411.61175537109375,540.512451171875,6292.288265468553,0.7619022727012634,,9.5859375,9.5859375,>5,False,0,10,,False,3431.2913398830606,,,,,
Garage3,Garage,3336,55.62128070811741,1,1,"533.00,408.60,614.70,560.67",532.9982299804688,408.603515625,614.6965942382812,560.6678466796875,12423.407109126449,0.8899117708206177,8.8984375,8.2734375,8.8984375,>5,True,3,101,0.625,True,1369.3374951642363,,,,,
Garage3,Garage,3372,56.22150816721842,1,1,"605.47,409.30,673.76,565.59",605.474853515625,409.2979431152344,673.761474609375,565.5936279296875,10672.904207512736,0.7819045782089233,,9.5859375,9.5859375,>5,False,0,21,,False,1675.9177591293972,,,,,
Garage3,Garage,3420,57.02181150019169,1,2,"247.35,399.68,367.88,667.89",247.348388671875,399.6808776855469,367.8750915527344,667.8945922851562,32326.914688118733,0.8836864829063416,4.703125,4.7109375,4.703125,3-5,True,295,590,0.0078125,False,1535.4122589315687,,,,,
Garage3,Garage,3420,57.02181150019169,2,2,"714.78,409.16,817.26,581.64",714.7828369140625,409.1642761230469,817.258544921875,581.642333984375,17674.81109515205,0.8664261698722839,,16.078125,16.078125,>5,False,0,9,,False,1001.0652117772171,,,,,
Garage3,Garage,3456,57.62203895812854,1,2,"356.22,395.18,441.99,654.49",356.2232971191406,395.1767578125,441.992431640625,654.490234375,22241.092454522848,0.8764761090278625,4.9609375,4.96875,4.9609375,3-5,True,395,529,0.0078125,False,1256.6313313129435,,,,,
Garage3,Garage,3456,57.62203895812854,2,2,"796.61,414.36,870.65,586.47",796.6129150390625,414.3630065917969,870.6527099609375,586.467529296875,12742.583566211164,0.7921902537345886,,,,,False,0,0,,False,1820.3684493241415,,,,,
Garage3,Garage,3480,58.02219058317132,1,2,"391.84,398.10,502.76,641.31",391.842041015625,398.1002197265625,502.75946044921875,641.3118896484375,26976.410803869367,0.8901282548904419,5.19140625,5.205078125,5.19140625,>5,True,180,514,0.013671875,False,858.0660771410624,,,,,
Garage3,Garage,3480,58.02219058317132,2,2,"899.42,408.81,934.44,447.34",899.4193115234375,408.8128967285156,934.4398193359375,447.3365478515625,1349.1178251206875,0.3276635706424713,,,,,False,0,0,,False,2538.1118441358026,,,,,
Garage3,Garage,3588,59.82287250016816,1,1,"601.07,401.44,660.98,598.18",601.0706787109375,401.439453125,660.97900390625,598.1824340820312,11786.542483069003,0.8364854454994202,6.296875,6.30859375,6.296875,>5,True,217,271,0.01171875,False,1646.2899734650093,,,,,
Garage4,Garage,114,3.8014624170027673,1,2,"764.90,361.89,959.30,719.22",764.9031982421875,361.8857421875,959.3018798828125,719.2173461914062,69464.79272688925,0.9120753407478333,,2.041015625,2.041015625,<3,False,0,90,,False,742.8267159747685,,,,,
Garage4,Garage,114,3.8014624170027673,2,2,"0.18,357.65,152.99,719.14",0.17961502075195312,357.65240478515625,152.9853057861328,719.14208984375,55237.681029938394,0.9192714095115662,2.8984375,1.4677734375,2.8984375,<3,True,6,442,1.4306640625,True,432.25078313849593,,,,,
Garage4,Garage,132,4.401693334104493,1,2,"67.04,370.73,255.46,719.71",67.03622436523438,370.727783203125,255.46240234375,719.7149658203125,65758.3209840469,0.8669652342796326,1.7939453125,1.810546875,1.7939453125,<3,True,1234,1534,0.0166015625,False,660.9398881293745,,,,,
Garage4,Garage,132,4.401693334104493,2,2,"676.55,370.20,856.46,719.64",676.55322265625,370.20477294921875,856.4603271484375,719.6435546875,62866.519419811666,0.9193210601806641,2.216796875,2.033203125,2.216796875,<3,True,24,1178,0.18359375,False,830.4812143879388,,,,,
Garage4,Garage,144,4.801847208989784,1,2,"586.51,374.41,786.56,719.47",586.510986328125,374.4134521484375,786.5648803710938,719.470703125,69030.04672562331,0.9251383543014526,2.3671875,2.376953125,2.3671875,<3,True,757,1070,0.009765625,False,861.2635553402973,,,,,
Garage4,Garage,144,4.801847208989784,2,2,"172.79,374.01,331.80,719.44",172.794677734375,374.0108642578125,331.79730224609375,719.435302734375,54923.39228826016,0.9197841286659241,2.0625,2.06640625,2.0625,<3,True,902,1260,0.00390625,False,830.0843438034468,,,,,
Garage4,Garage,162,5.402078000130132,1,2,"242.36,376.04,456.53,718.53",242.3646697998047,376.03668212890625,456.52606201171875,718.5294189453125,73348.72133907024,0.9352498054504395,2.44140625,2.451171875,2.44140625,<3,True,1231,1479,0.009765625,False,1140.4290687951295,,,,,
Garage4,Garage,162,5.402078000130132,2,2,"628.48,383.43,752.22,719.59",628.4796142578125,383.43402099609375,752.216552734375,719.5933837890625,41595.33039223403,0.901793360710144,2.79296875,2.787109375,2.79296875,<3,True,672,1034,0.005859375,False,752.9121769012319,,,,,
Garage4,Garage,174,5.802231917157769,1,2,"308.38,382.63,477.43,719.65",308.3826599121094,382.6339111328125,477.427734375,719.6505126953125,56970.99650636315,0.9392415881156921,2.7578125,2.76171875,2.7578125,<3,True,995,1265,0.00390625,False,1184.8778287145742,,,,,
Garage4,Garage,174,5.802231917157769,2,2,"574.50,385.63,728.79,719.51",574.5040283203125,385.6348571777344,728.788330078125,719.5140380859375,51512.31629789248,0.9247205257415771,3.38671875,3.3984375,3.38671875,3-5,True,1070,1210,0.01171875,False,764.7699385932407,,,,,
Garage4,Garage,186,6.202385833952576,1,2,"365.76,387.30,498.44,719.48",365.76019287109375,387.3000183105469,498.4389953613281,719.4775390625,44072.91566754412,0.9038271903991699,3.0859375,3.087890625,3.0859375,3-5,True,974,1066,0.001953125,False,946.9437926830637,,,,,
Garage4,Garage,186,6.202385833952576,2,2,"578.46,396.29,710.84,717.62",578.4569091796875,396.29241943359375,710.838134765625,717.623779296875,42538.2392378971,0.9103145599365234,3.7265625,3.724609375,3.7265625,3-5,True,907,964,0.001953125,False,954.1377096145897,,,,,
Garage4,Garage,204,6.802616833942011,1,2,"423.87,392.39,545.04,718.63",423.8742370605469,392.39300537109375,545.037109375,718.6314697265625,39527.98940076493,0.8821667432785034,3.578125,3.5859375,3.578125,3-5,True,769,932,0.0078125,False,995.2335867874905,,,,,
Garage4,Garage,204,6.802616833942011,2,2,"593.80,400.79,690.76,689.43",593.795166015625,400.7928771972656,690.7577514648438,689.4337158203125,27987.361979121342,0.8675352931022644,4.50390625,4.51171875,4.50390625,3-5,True,622,703,0.0078125,False,826.3473431848896,,,,,
Garage4,Garage,216,7.202770750038326,1,2,"444.59,391.56,565.58,717.10",444.5939025878906,391.5611572265625,565.5843505859375,717.0957641601562,39386.577931763604,0.9050577878952026,3.923828125,3.939453125,3.923828125,3-5,True,566,876,0.015625,False,881.2881447291935,,,,,
Garage4,Garage,216,7.202770750038326,2,2,"581.98,395.36,698.53,653.66",581.976806640625,395.36370849609375,698.5325927734375,653.6627197265625,30106.24431129545,0.8900404572486877,4.92578125,4.93359375,4.92578125,3-5,True,572,676,0.0078125,False,962.5020749589136,,,,,
Garage4,Garage,228,7.602924792096019,1,2,"458.66,396.07,583.91,687.74",458.659912109375,396.0693054199219,583.9075317382812,687.7440185546875,36531.56352607347,0.9202275276184082,4.34375,4.359375,4.34375,3-5,True,495,772,0.015625,False,1049.6111205788375,,,,,
Garage4,Garage,228,7.602924792096019,2,2,"592.63,400.44,688.01,633.80",592.6304931640625,400.439208984375,688.0098876953125,633.7996215820312,22257.774861127138,0.8967287540435791,5.326171875,5.33984375,5.326171875,>5,True,288,503,0.013671875,False,1183.102199971567,,,,,
Garage4,Garage,240,8.003078834153712,1,2,"477.39,398.49,584.41,680.30",477.3864440917969,398.4897766113281,584.4061889648438,680.304443359375,30159.733736858703,0.8835379481315613,4.6328125,4.640625,4.6328125,3-5,True,451,644,0.0078125,False,1293.0694574079891,,,,,
Garage4,Garage,240,8.003078834153712,2,2,"603.48,402.65,692.78,623.32",603.4791259765625,402.6451721191406,692.7783203125,623.3197021484375,19706.057742077857,0.8829593062400818,5.65234375,5.51171875,5.65234375,>5,True,21,446,0.140625,False,833.4557944330717,,,,,
Garage4,Garage,258,8.603309834143147,1,2,"514.01,397.61,599.49,645.04",514.0072631835938,397.608154296875,599.490966796875,645.042724609375,21151.62347227335,0.9072805643081665,5.14453125,5.158203125,5.14453125,>5,True,334,522,0.013671875,False,1584.3062340761633,,,,,
Garage4,Garage,258,8.603309834143147,2,2,"607.25,403.41,686.56,598.20",607.2547607421875,403.4091796875,686.5621948242188,598.1964111328125,15448.075517870486,0.8966330289840698,6.43359375,6.4453125,6.43359375,>5,True,231,336,0.01171875,False,1073.1446325709014,,,,,
Garage4,Garage,282,9.40361783397384,1,3,"539.90,396.63,615.96,617.46",539.9033203125,396.6343688964844,615.959716796875,617.4608154296875,16795.263771764934,0.9221401214599609,5.8671875,5.87890625,5.8671875,>5,True,204,354,0.01171875,False,1888.5743459529876,,,,,
Garage4,Garage,282,9.40361783397384,2,3,"620.47,401.88,681.34,572.79",620.4662475585938,401.8781433105469,681.3441162109375,572.79443359375,10405.019470406696,0.8505818247795105,7.3359375,7.365234375,7.3359375,>5,True,85,244,0.029296875,False,1050.3959962380177,,,,,
Garage4,Garage,282,9.40361783397384,3,3,"212.08,407.63,253.75,581.32",212.07627868652344,407.6319580078125,253.75209045410156,581.3206787109375,7238.618430174887,0.5067868828773499,6.97265625,7.064453125,6.97265625,>5,True,1,34,0.091796875,False,2078.4918799389143,,,,,
Garage4,Garage,306,10.203925749985501,1,3,"582.88,402.51,673.27,604.17",582.8837890625,402.50628662109375,673.2664794921875,604.1656494140625,18226.515759564936,0.5884935855865479,7.40234375,6.244140625,7.40234375,>5,True,49,304,1.158203125,True,1708.4988531993831,,,,,
Garage4,Garage,306,10.203925749985501,2,3,"310.40,398.97,381.59,631.93",310.40191650390625,398.97052001953125,381.5871276855469,631.9334106445312,16583.512566626072,0.8659482598304749,5.505859375,5.443359375,5.505859375,>5,True,60,384,0.0625,False,1883.3782166129379,,,,,
Garage4,Garage,306,10.203925749985501,3,3,"628.59,403.65,675.87,555.21",628.5911865234375,403.6463928222656,675.8675537109375,555.2060546875,7165.190225154161,0.5821342468261719,,6.23828125,6.23828125,>5,False,0,13,,False,1997.5365207796383,,,,,
Garage4,Garage,336,11.204310875153169,1,3,"491.05,399.92,553.57,635.93",491.046142578125,399.915283203125,553.5689697265625,635.9314575195312,14756.398471020162,0.8462837934494019,5.34765625,5.35546875,5.34765625,>5,True,231,344,0.0078125,False,1287.2358683175478,,,,,
Garage4,Garage,336,11.204310875153169,2,3,"646.48,407.22,708.40,583.33",646.4766845703125,407.22454833984375,708.4012451171875,583.3291625976562,10905.200848191977,0.7518910765647888,,7.03125,7.03125,>5,False,0,174,,False,1634.2074895435314,,,,,
Garage4,Garage,336,11.204310875153169,3,3,"608.62,403.18,651.71,531.11",608.6212158203125,403.1763916015625,651.71435546875,531.1094360351562,5513.036549426615,0.7416538596153259,,,,,False,0,0,,False,1608.3167066952528,,,,,
Garage4,Garage,354,11.804542083991691,1,4,"605.34,403.90,681.03,639.90",605.3410034179688,403.90252685546875,681.0331420898438,639.89599609375,17862.85039924085,0.7844749689102173,5.0859375,5.12109375,5.0859375,>5,True,170,336,0.03515625,False,1728.2515238982794,,,,,
Garage4,Garage,354,11.804542083991691,2,4,"651.61,400.80,712.60,571.98",651.6058349609375,400.7962646484375,712.599853515625,571.97900390625,10441.123174533248,0.6670709848403931,,7.451171875,7.451171875,>5,False,0,56,,False,1809.1304917963364,,,,,
Garage4,Garage,354,11.804542083991691,3,4,"585.84,405.23,623.85,522.22",585.8369750976562,405.2278747558594,623.8507690429688,522.21875,4447.267025012523,0.621843695640564,5.09765625,5.109375,5.09765625,>5,True,7,22,0.01171875,False,1518.1577223666145,,,,,
Garage4,Garage,354,11.804542083991691,4,4,"586.03,405.52,624.89,478.23",586.02734375,405.51507568359375,624.88818359375,478.22552490234375,2825.589122056961,0.4279324412345886,5.08984375,5.107421875,5.08984375,>5,True,1,18,0.017578125,False,1886.063095359873,,,,,
Garage4,Garage,384,12.80492720915936,1,3,"797.67,402.57,860.55,652.65",797.6744384765625,402.57220458984375,860.553955078125,652.6527099609375,15724.94128920883,0.8232758641242981,,6.81640625,6.81640625,>5,False,0,37,,False,1480.798329078482,,,,,
Garage4,Garage,384,12.80492720915936,2,3,"664.37,403.20,718.06,555.89",664.3700561523438,403.19757080078125,718.0596923828125,555.8912353515625,8198.067304428667,0.8097569942474365,,8.53125,8.53125,>5,False,0,122,,False,1733.273755767454,,,,,
Garage4,Garage,384,12.80492720915936,3,3,"548.71,409.60,595.86,512.46",548.7083129882812,409.59521484375,595.8643798828125,512.4583740234375,4850.62201526016,0.7290715575218201,,10.9765625,10.9765625,>5,False,0,5,,False,842.3020191280409,,,,,
Garage4,Garage,396,13.205081291962415,1,2,"664.52,403.58,716.85,549.02",664.5206909179688,403.5839538574219,716.85302734375,549.0185546875,7610.9324585888535,0.768246054649353,,8.8984375,8.8984375,>5,False,0,67,,False,1912.3875581817308,,,,,
Garage4,Garage,396,13.205081291962415,2,2,"513.81,408.54,568.32,512.28",513.8101806640625,408.53839111328125,568.3248901367188,512.2786865234375,5655.372064892203,0.784046471118927,,13.609375,13.609375,>5,False,0,4,,False,625.0443537414965,,,,,
Garage4,Garage,426,14.205466584069654,1,2,"654.12,410.44,699.77,537.37",654.1226806640625,410.4408874511719,699.765380859375,537.3668212890625,5793.242345172912,0.7276435494422913,,9.71875,9.71875,>5,False,0,99,,False,1960.8859373788525,,,,,
Garage4,Garage,426,14.205466584069654,2,2,"471.35,403.75,500.52,510.26",471.35430908203125,403.7454833984375,500.5242004394531,510.25933837890625,3106.9975778404623,0.6993813514709473,,,,,False,0,0,,False,1412.7940325407715,,,,,
Garage4,Garage,444,14.805697791976854,1,2,"640.73,405.70,684.44,529.31",640.732177734375,405.69744873046875,684.4363403320312,529.3068237304688,5402.2442235946655,0.8032088279724121,,9.8828125,9.8828125,>5,False,0,1,,False,2414.6207771180248,,,,,
Garage4,Garage,444,14.805697791976854,2,2,"426.99,402.07,475.07,512.49",426.99322509765625,402.07269287109375,475.07110595703125,512.4896850585938,5308.614995241165,0.746539294719696,,10.9453125,10.9453125,>5,False,0,1,,False,1246.2798860157454,,,,,
Garage4,Garage,456,15.205851959064603,1,2,"403.47,404.04,448.88,514.98",403.46563720703125,404.04052734375,448.87762451171875,514.9824829101562,5038.094677738845,0.8010688424110413,,10.20703125,10.20703125,>5,False,0,20,,False,1449.181661659616,,,,,
Garage4,Garage,456,15.205851959064603,2,2,"628.29,403.81,664.71,525.74",628.2910766601562,403.80841064453125,664.7083740234375,525.736572265625,4440.2941187135875,0.700719952583313,,12.25,12.25,>5,False,0,9,,False,2964.4417504952903,,,,,
Garage4,Garage,474,15.80608320911415,1,2,"368.70,403.65,423.00,519.89",368.7027282714844,403.6539001464844,423.003662109375,519.8927001953125,6311.875390847214,0.8983668088912964,,10.0546875,10.0546875,>5,False,0,7,,False,2266.3675481095356,,,,,
Garage4,Garage,474,15.80608320911415,2,2,"599.57,409.09,649.24,521.10",599.56689453125,409.0886535644531,649.2384033203125,521.0985107421875,5563.698605265468,0.8026888370513916,,,,,False,0,0,,False,2246.800146657088,,,,,
Garage4,Garage,498,16.60639158403501,1,2,"573.34,409.07,616.02,515.23",573.3428344726562,409.0688781738281,616.024169921875,515.2291259765625,4531.061147840694,0.7639978528022766,,14.8203125,14.8203125,>5,False,0,9,,False,2134.4500358308387,,,,,
Garage4,Garage,498,16.60639158403501,2,2,"334.97,403.11,370.19,528.30",334.97113037109375,403.1060485839844,370.1861572265625,528.2965087890625,4408.585418170318,0.7955885529518127,,,,,False,0,0,,False,1754.8021417262087,,,,,
Garage4,Garage,516,17.20662287506275,1,2,"542.45,407.74,584.35,514.91",542.4529418945312,407.7384033203125,584.3535766601562,514.9116821289062,4490.628411993384,0.7793232798576355,,15.4921875,15.4921875,>5,False,0,3,,False,2131.506764259552,,,,,
Garage4,Garage,516,17.20662287506275,2,2,"285.09,403.56,315.83,448.30",285.09033203125,403.5579833984375,315.82666015625,448.30340576171875,1375.3099838495255,0.6664226055145264,,,,,False,0,0,,False,2918.5406151830657,,,,,
Garage4,Garage,534,17.806854084134102,1,2,"508.39,405.55,558.33,514.94",508.3944091796875,405.5513916015625,558.3328247070312,514.941162109375,5462.751814059913,0.7647789120674133,,15.7734375,15.7734375,>5,False,0,4,,False,1943.4505989749653,,,,,
Garage4,Garage,534,17.806854084134102,2,2,"225.81,401.54,262.61,446.82",225.80845642089844,401.53582763671875,262.6103515625,446.82147216796875,1666.5975414589047,0.5922873616218567,,,,,False,0,0,,False,2860.0876019144466,,,,,
Garage4,Garage,546,18.20700841699727,1,1,"494.63,405.31,535.88,514.59",494.627685546875,405.306640625,535.8831787109375,514.591796875,4508.613016605377,0.8038253784179688,,13.45703125,13.45703125,>5,False,0,2,,False,2802.128524343622,,,,,
Garage4,Garage,588,19.60754816699773,1,1,"443.82,405.59,476.91,524.45",443.8240966796875,405.5935363769531,476.91363525390625,524.4515380859375,3932.9564324039966,0.7642664313316345,,10.734375,10.734375,>5,False,0,1,,False,2983.293473123318,,,,,
Garage4,Garage,612,20.407856750069186,1,2,"400.03,405.19,447.86,526.99",400.0317077636719,405.1904296875,447.8627014160156,526.9932861328125,5825.951653473079,0.8173455595970154,,10.671875,10.671875,>5,False,0,3,,False,2927.9875772816727,,,,,
Garage4,Garage,612,20.407856750069186,2,2,"228.80,402.45,274.22,448.41",228.79563903808594,402.4500732421875,274.218505859375,448.4100036621094,2087.631798579823,0.6101533770561218,,,,,False,0,0,,False,3167.24240498508,,,,,
Garage4,Garage,630,21.00808829208836,1,3,"736.44,406.37,844.03,638.16",736.4383544921875,406.36944580078125,844.0302734375,638.1639404296875,24939.214478082955,0.8775196671485901,6.236328125,5.26953125,6.236328125,>5,True,20,334,0.966796875,True,1088.153837028611,,,,,
Garage4,Garage,630,21.00808829208836,2,3,"401.14,404.37,446.27,535.05",401.13690185546875,404.3656311035156,446.27099609375,535.0540771484375,5898.504639646038,0.826714277267456,,9.2265625,9.2265625,>5,False,0,64,,False,3431.8566295364717,,,,,
Garage4,Garage,630,21.00808829208836,3,3,"269.81,401.60,326.49,446.32",269.8067321777344,401.6014709472656,326.4947509765625,446.3174743652344,2534.861642366275,0.5121990442276001,,,,,False,0,0,,False,3233.234208280043,,,,,
Garage4,Garage,642,21.408242458943278,1,3,"655.78,409.79,789.18,638.14",655.7845458984375,409.79052734375,789.1776123046875,638.1427612304688,30460.604698866606,0.8887078166007996,5.22265625,5.2421875,5.22265625,>5,True,210,551,0.01953125,False,732.2309754159958,,,,,
Garage4,Garage,642,21.408242458943278,2,3,"401.22,405.43,442.19,543.35",401.2174072265625,405.43121337890625,442.18780517578125,543.345703125,5650.41152786091,0.8436444401741028,,9.2265625,9.2265625,>5,False,0,124,,False,3300.8060038535027,,,,,
Garage4,Garage,642,21.408242458943278,3,3,"301.93,405.04,342.95,448.61",301.927734375,405.03717041015625,342.954345703125,448.6097717285156,1787.636178843677,0.2796630263328552,,,,,False,0,0,,False,3016.499013500028,,,,,
Garage4,Garage,654,21.808396792039275,1,3,"579.96,404.20,702.83,642.00",579.958740234375,404.2039489746094,702.8333129882812,641.9970703125,29218.7281882111,0.9082385301589966,5.1796875,5.21875,5.1796875,>5,True,167,566,0.0390625,False,1036.1181332360327,,,,,
Garage4,Garage,654,21.808396792039275,2,3,"400.33,405.12,447.15,546.87",400.3280029296875,405.1225891113281,447.14508056640625,546.870361328125,6636.216456705704,0.8136904835700989,,8.90625,8.90625,>5,False,0,130,,False,3256.3262889273237,,,,,
Garage4,Garage,654,21.808396792039275,3,3,"328.36,400.74,363.85,533.75",328.3592529296875,400.73931884765625,363.8450927734375,533.7529296875,4720.099691301584,0.692939043045044,,,,,False,0,0,,False,1694.6063668322295,,,,,
Garage4,Garage,666,22.20855108415708,1,3,"535.76,398.01,600.12,647.10",535.760009765625,398.00958251953125,600.12451171875,647.0960083007812,16032.323738694191,0.8523767590522766,5.08984375,5.125,5.08984375,>5,True,208,374,0.03515625,False,1537.6176979797979,,,,,
Garage4,Garage,666,22.20855108415708,2,3,"400.42,403.79,455.68,551.13",400.4217224121094,403.79052734375,455.6781921386719,551.1288452148438,8141.395301006734,0.8795339465141296,,8.1953125,8.1953125,>5,False,0,82,,False,3019.2509099953213,,,,,
Garage4,Garage,666,22.20855108415708,3,3,"349.38,403.27,394.73,538.92",349.38262939453125,403.2732238769531,394.72760009765625,538.9239501953125,6151.078210763633,0.7967135906219482,,9.09765625,9.09765625,>5,False,0,108,,False,1506.9278141321927,,,,,
Garage4,Garage,678,22.60870537511073,1,3,"445.90,402.01,553.86,651.85",445.9003601074219,402.0069580078125,553.8648681640625,651.8457641601562,26973.723799696192,0.8808273673057556,4.79296875,4.8203125,4.79296875,3-5,True,328,528,0.02734375,False,798.500887816177,,,,,
Garage4,Garage,678,22.60870537511073,2,3,"406.62,404.48,449.32,562.43",406.6200256347656,404.48297119140625,449.3183898925781,562.4314575195312,6744.142003208399,0.6681627631187439,,7.50390625,7.50390625,>5,False,0,19,,False,3697.27363222503,,,,,
Garage4,Garage,678,22.60870537511073,3,3,"368.63,406.72,414.49,538.15",368.63189697265625,406.721923828125,414.48663330078125,538.1467895507812,6026.452564671636,0.6447557806968689,,8.3203125,8.3203125,>5,False,0,32,,False,2743.702308849589,,,,,
Garage4,Garage,690,23.008859750116244,1,2,"347.04,403.75,487.05,665.20",347.04034423828125,403.748291015625,487.0459899902344,665.203125,36605.15286695212,0.8976424932479858,4.75390625,4.76171875,4.75390625,3-5,True,336,673,0.0078125,False,1248.0747890987097,,,,,
Garage4,Garage,690,23.008859750116244,2,2,"434.37,401.33,469.80,478.38",434.37139892578125,401.3284606933594,469.80413818359375,478.3797912597656,2730.139705426991,0.5693365335464478,,,,,False,0,0,,False,2418.5281307325017,,,,,
