worker_key,image_id,worker_index,bbox,high_visibility_vest,helmet_status,orientation,occlusion_level,phone_status,verified,notes,label_source,reviewed_at,final_gt,finalized_at
Garage3_000264#1,Garage3_000264,1,"499.489,394.839,633.181,705.253",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000264#2,Garage3_000264,2,"716.831,403.816,815.892,629.293",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:54:53-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000288#1,Garage3_000288,1,"528.798,394.791,621.622,676.743",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000288#2,Garage3_000288,2,"794.58,405.892,852.277,623.183",true,worn_secured,Side,partial,none,true,,human_verified,2026-06-26T14:55:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000312#1,Garage3_000312,1,"548.838,396.846,638.522,658.546",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000312#2,Garage3_000312,2,"859.333,410.333,914.333,487.333",true,worn_unknown,uncertain,heavy,uncertain,true,,human_verified,2026-06-26T14:05:08-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000348#1,Garage3_000348,1,"533.876,398.569,618.261,630.62",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000384#1,Garage3_000384,1,"530.203,400.273,603.292,603.543",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000408#1,Garage3_000408,1,"519.594,402.218,589.184,595.716",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000432#1,Garage3_000432,1,"522.721,403.137,587.905,584.417",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000492#1,Garage3_000492,1,"510.628,404.281,566.215,556.286",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000540#1,Garage3_000540,1,"502.357,405.266,550.979,539.213",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000540#2,Garage3_000540,2,"872.333,406.333,923.333,463.333",uncertain,worn_unknown,Side,heavy,none,true,,human_verified,2026-06-26T14:06:16-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000852#1,Garage3_000852,1,"599.309,406.203,656.818,563.095",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:55:22-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000876#1,Garage3_000876,1,"586.917,406.568,645.848,569.999",true,worn_secured,Facing,none,uncertain,true,,human_verified,2026-06-26T14:55:26-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000912#1,Garage3_000912,1,"551.923,404.598,617.473,578.845",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:55:29-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000948#1,Garage3_000948,1,"526.819,401.515,583.28,591.687",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:55:31-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001224#1,Garage3_001224,1,"536.616,402.846,612.597,635.393",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001248#1,Garage3_001248,1,"561.271,405.601,674.507,669.869",true,worn_unsecured,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001272#1,Garage3_001272,1,"593.109,403.316,707.987,696.388",true,worn_unsecured,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001296#1,Garage3_001296,1,"627.84,394.645,759.408,719.355",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001320#1,Garage3_001320,1,"664.324,394.603,816.493,719.56",true,worn_unknown,Facing,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001356#1,Garage3_001356,1,"757.539,387.509,959.319,719.247",true,worn_unknown,Facing,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001524#1,Garage3_001524,1,"0.397,368.33,230.084,719.385",true,worn_secured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001548#1,Garage3_001548,1,"126.509,377.33,264.13,719.473",true,worn_secured,Side,partial,call,true,,human_verified,2026-06-26T14:55:41-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001572#1,Garage3_001572,1,"231.185,384.108,371.97,719.362",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:55:44-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001596#1,Garage3_001596,1,"261.201,384.712,452.391,719.068",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001620#1,Garage3_001620,1,"336.807,386.719,449.711,719.699",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001668#1,Garage3_001668,1,"808.663,390.319,959.596,719.271",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001668#2,Garage3_001668,2,"386.346,397.627,504.178,701.647",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001692#1,Garage3_001692,1,"723.461,389.26,896.321,719.423",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001692#2,Garage3_001692,2,"424.422,397.741,509.63,671.03",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001716#1,Garage3_001716,1,"704.865,392.794,835.741,719.671",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001716#2,Garage3_001716,2,"438.144,396.636,523.569,642.457",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001752#1,Garage3_001752,1,"669.532,397.867,783.772,686.289",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001752#2,Garage3_001752,2,"454.206,398.742,527.456,614.027",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001788#1,Garage3_001788,1,"654.949,400.95,746.228,655.487",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001788#2,Garage3_001788,2,"464.549,395.528,535.501,597.547",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001812#1,Garage3_001812,1,"638.244,400.624,723.287,623.346",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001812#2,Garage3_001812,2,"473.319,397.061,536.167,581.1",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001848#1,Garage3_001848,1,"627.049,404.114,701.153,602.263",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001848#2,Garage3_001848,2,"481.28,403.226,541.615,567.242",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001908#1,Garage3_001908,1,"626.177,407.153,689.87,567.306",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001908#2,Garage3_001908,2,"494.249,404.349,544.26,545.652",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001932#1,Garage3_001932,1,"629.005,411.419,698.055,559.187",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001932#2,Garage3_001932,2,"490.294,405.346,539.876,538.995",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001956#1,Garage3_001956,1,"655.705,412.678,703.609,553.666",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001956#2,Garage3_001956,2,"495.181,405.62,534.623,537.043",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001980#1,Garage3_001980,1,"667.523,410.561,723.727,547.069",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_001980#2,Garage3_001980,2,"482.667,404.814,524.116,530.78",true,worn_unknown,Back,none,none,true,,human_verified,2026-06-26T14:06:47-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002148#1,Garage3_002148,1,"444.601,400.067,477.104,500.687",true,worn_unknown,Back,none,none,true,,human_verified,2026-06-26T14:07:30-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002148#2,Garage3_002148,2,"779.333,413.333,818.333,514.333",true,worn_unknown,Back,none,none,true,,human_verified,2026-06-26T14:07:51-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002580#1,Garage3_002580,1,"416.165,404.804,460,538.132",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002580#2,Garage3_002580,2,"752.317,408.82,784.315,510.954",true,worn_unknown,Side,none,uncertain,true,,human_verified,2026-06-26T14:08:25-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002604#1,Garage3_002604,1,"410.715,406.841,462.434,546.588",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:56:16-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002604#2,Garage3_002604,2,"740.838,409.698,777.678,510.792",true,worn_unknown,Facing,none,uncertain,true,,human_verified,2026-06-26T14:08:39-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002652#1,Garage3_002652,1,"393.202,403.583,452.7,563.433",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002652#2,Garage3_002652,2,"718.553,410.627,754.606,512.535",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002676#1,Garage3_002676,1,"391.366,403.362,452.861,572.092",true,worn_unknown,Facing,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002676#2,Garage3_002676,2,"710.928,411.081,747.947,524.919",true,worn_unknown,Facing,none,uncertain,true,,human_verified,2026-06-26T14:09:01-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002700#1,Garage3_002700,1,"384.326,405.941,444.859,585.496",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:56:27-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002700#2,Garage3_002700,2,"702.994,408.461,741.003,518.293",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002796#1,Garage3_002796,1,"349.28,400.321,442.174,651.205",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:56:37-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002796#2,Garage3_002796,2,"616.465,413.079,660.334,534.107",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002820#1,Garage3_002820,1,"344.374,399.513,437.009,682.561",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002820#2,Garage3_002820,2,"585.949,411.89,623.15,534.119",true,worn_unknown,Side,none,uncertain,true,,human_verified,2026-06-26T14:09:13-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002844#1,Garage3_002844,1,"322.91,394.044,436.624,708.734",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:56:44-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002844#2,Garage3_002844,2,"533.993,410.342,598.728,535.949",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002868#1,Garage3_002868,1,"317.085,389.708,433.71,719.779",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:57:00-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002868#2,Garage3_002868,2,"483.945,409.346,561.708,538.551",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002892#1,Garage3_002892,1,"272.089,385.345,403.878,719.457",true,worn_secured,Facing,none,none,true,,human_verified,2026-06-26T14:57:12-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002892#2,Garage3_002892,2,"458.566,408.038,504.493,536.384",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002916#1,Garage3_002916,1,"194.55,391.723,381.369,719.47",true,worn_secured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002916#2,Garage3_002916,2,"429.393,406.034,463.999,536.997",true,worn_unknown,Side,none,none,true,,human_verified,2026-06-26T14:09:40-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002940#1,Garage3_002940,1,"141.104,379.749,290.844,719.821",true,worn_secured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002940#3,Garage3_002940,3,"383.831,409.915,428.837,535.768",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002964#1,Garage3_002964,1,"0.282,373.811,172.586,719.221",true,worn_secured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002964#2,Garage3_002964,2,"342.507,406.902,400.399,534.044",true,worn_unknown,Side,partial,none,true,,human_verified,2026-06-26T14:09:55-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002988#1,Garage3_002988,1,"0.159,486.481,36.041,719.422",true,uncertain,uncertain,heavy,uncertain,true,,human_verified,2026-06-26T14:10:31-04:00,true,2026-06-26T15:21:03-04:00
Garage3_002988#2,Garage3_002988,2,"319.333,400.333,351.333,454.333",true,worn_unknown,Side,partial,uncertain,true,,human_verified,2026-06-26T14:10:44-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003228#1,Garage3_003228,1,"363.755,409.03,411.612,540.512",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003336#1,Garage3_003336,1,"532.998,408.604,614.697,560.668",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003372#1,Garage3_003372,1,"605.475,409.298,673.761,565.594",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003420#1,Garage3_003420,1,"247.348,399.681,367.875,667.895",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:57:29-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003420#2,Garage3_003420,2,"730.116,421.164,778.592,578.976",true,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003456#1,Garage3_003456,1,"356.223,395.177,441.992,654.49",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:57:41-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003456#2,Garage3_003456,2,"796.613,414.363,870.653,586.468",true,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003480#1,Garage3_003480,1,"391.842,398.1,502.759,641.312",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:57:49-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003480#2,Garage3_003480,2,"899.419,408.813,934.44,447.337",uncertain,worn_unknown,Side,heavy,uncertain,true,,human_verified,2026-06-26T14:11:07-04:00,true,2026-06-26T15:21:03-04:00
Garage3_003588#1,Garage3_003588,1,"601.071,401.439,660.979,598.182",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000114#1,Garage4_000114,1,"764.903,361.886,959.302,719.217",false,absent,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000114#2,Garage4_000114,2,"0.18,357.652,152.985,719.142",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000132#1,Garage4_000132,1,"67.036,370.728,255.462,719.715",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000132#2,Garage4_000132,2,"676.553,370.205,856.46,719.644",false,absent,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000144#1,Garage4_000144,1,"664.511,377.413,786.565,719.471",false,absent,Side,partial,uncertain,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000144#2,Garage4_000144,2,"172.795,374.011,331.797,719.435",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000162#1,Garage4_000162,1,"242.365,376.037,456.526,718.529",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000162#2,Garage4_000162,2,"628.48,383.434,752.217,719.593",false,absent,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000174#1,Garage4_000174,1,"308.383,382.634,477.428,719.651",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000174#2,Garage4_000174,2,"574.504,385.635,728.788,719.514",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000186#1,Garage4_000186,1,"365.76,387.3,498.439,719.478",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000186#2,Garage4_000186,2,"578.457,396.292,710.838,717.624",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000204#1,Garage4_000204,1,"423.874,392.393,545.037,718.631",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000204#2,Garage4_000204,2,"593.795,400.793,690.758,689.434",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000216#1,Garage4_000216,1,"444.594,391.561,565.584,717.096",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000216#2,Garage4_000216,2,"581.977,395.364,698.533,653.663",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000228#1,Garage4_000228,1,"458.66,396.069,583.908,687.744",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000228#2,Garage4_000228,2,"592.63,400.439,688.01,633.8",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000240#1,Garage4_000240,1,"477.386,398.49,584.406,680.304",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000240#2,Garage4_000240,2,"603.479,402.645,692.778,623.32",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000258#1,Garage4_000258,1,"514.007,397.608,599.491,645.043",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000258#2,Garage4_000258,2,"607.255,403.409,686.562,598.196",false,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000282#1,Garage4_000282,1,"539.903,396.634,615.96,617.461",true,worn_secured,Back,none,none,true,,human_verified,2026-06-25T23:54:54-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000282#2,Garage4_000282,2,"620.466,401.878,681.344,572.794",false,absent,Back,none,none,true,,human_verified,2026-06-25T23:54:53-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000282#3,Garage4_000282,3,"205.826,411.382,247.502,585.071",true,worn_unknown,Side,heavy,uncertain,true,,human_verified,2026-06-26T14:11:21-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000306#1,Garage4_000306,1,"582.884,402.506,673.266,604.166",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000306#2,Garage4_000306,2,"310.402,398.971,381.587,631.933",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000306#3,Garage4_000306,3,"628.591,403.646,675.868,555.206",false,absent,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000336#1,Garage4_000336,1,"491.046,399.915,553.569,635.931",true,worn_unknown,Side,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000336#2,Garage4_000336,2,"646.477,407.225,708.401,583.329",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000336#3,Garage4_000336,3,"608.621,403.176,651.714,531.109",false,absent,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000354#1,Garage4_000354,1,"605.341,403.903,671.033,643.646",true,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000354#2,Garage4_000354,2,"651.606,400.796,712.6,571.979",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000354#3,Garage4_000354,3,"592.712,400.853,620.101,474.719",true,absent,Side,partial,none,true,,human_verified,2026-06-26T14:58:26-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000384#1,Garage4_000384,1,"797.674,402.572,860.554,652.653",true,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000384#2,Garage4_000384,2,"664.37,403.198,718.06,555.891",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000384#3,Garage4_000384,3,"548.708,409.595,595.864,512.458",false,absent,Back,none,none,true,,human_verified,2026-06-26T14:11:41-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000396#1,Garage4_000396,1,"664.521,403.584,716.853,549.019",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000396#2,Garage4_000396,2,"513.81,408.538,568.325,512.279",false,absent,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000396#3,Garage4_000396,3,"879.333,402.333,938.333,483.333",false,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000426#1,Garage4_000426,1,"654.123,410.441,699.765,537.367",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000426#2,Garage4_000426,2,"471.354,403.745,500.524,510.259",false,absent,Facing,none,none,true,,human_verified,2026-06-26T14:11:55-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000444#1,Garage4_000444,1,"640.732,405.697,684.436,529.307",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000444#2,Garage4_000444,2,"426.993,402.073,475.071,512.49",false,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage4_000456#1,Garage4_000456,1,"403.466,404.041,448.878,514.982",false,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
