image_id,recording,frame_id,time_sec,worker_index,source,yolo_conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,inner_x1,inner_y1,inner_x2,inner_y2,depth_region_x1,depth_region_y1,depth_region_x2,depth_region_y2,depth_z_m,distance_band,depth_status,depth_source,depth_valid_count,depth_high_conf_count,depth_reason,manual_distance_band,distance_band_gt,count_ok,updated_at
Garage3_002796,Garage3,2796,46.61787100019865,2,yolo,0.804578,616.464844,413.079346,660.33374,534.107178,627.432068,431.233521,649.366516,485.696045,167,114,174,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002820,Garage3,2820,47.01802250021137,1,yolo,0.872326,344.374054,399.513489,437.009216,682.561401,367.532845,441.970676,413.850425,569.342236,98,117,111,152,4.71875,Close,valid_depth,conf2,439,308,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_002820,Garage3,2820,47.01802250021137,2,yolo,0.757902,585.949402,411.889832,623.149841,534.118774,595.249512,430.224173,613.849731,485.227197,158,114,164,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002844,Garage3,2844,47.418174042133614,1,yolo,0.899101,322.910065,394.044159,436.624054,708.733887,351.338562,441.247618,408.195557,582.857996,93,117,109,156,4.203125,Close,valid_depth,conf2,563,419,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_002844,Garage3,2844,47.418174042133614,2,yolo,0.846758,533.993225,410.341675,598.727783,535.948914,550.176865,429.182761,582.544144,485.706018,146,114,156,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002868,Garage3,2868,47.81832554214634,1,yolo,0.893366,317.084961,389.708405,433.710266,719.779053,346.241287,439.219002,404.55394,587.750794,92,117,108,157,3.753906,Close,valid_depth,conf2,616,455,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_002868,Garage3,2868,47.81832554214634,2,yolo,0.870138,483.945099,409.346008,561.707764,538.551453,503.385765,428.726825,542.267098,486.869275,134,114,145,130,9.652344,Far,valid_depth,conf1,26,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage3_002892,Garage3,2892,48.218477042159066,1,yolo,0.896676,272.089172,385.345001,403.878204,719.456543,305.03643,435.461732,370.930946,585.811926,81,116,99,157,3.296875,Close,valid_depth,conf2,677,163,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_002892,Garage3,2892,48.218477042159066,2,yolo,0.745598,458.566132,408.037628,504.492828,536.383545,470.047806,427.289516,493.011154,485.045178,125,113,132,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002916,Garage3,2916,48.6186286250595,1,yolo,0.937105,194.550339,391.723114,381.368652,719.469543,241.254917,440.885078,334.664074,588.370971,64,117,90,157,2.939453,Very_Close,valid_depth,conf2,830,540,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage3_002916,Garage3,2916,48.6186286250595,2,yolo,0.766029,429.393036,406.034119,463.999237,536.997192,438.044586,425.67858,455.347687,484.611963,116,113,122,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002940,Garage3,2940,49.018780125072226,1,yolo,0.872384,141.104401,379.749451,290.843933,719.820679,178.539284,430.760135,253.40905,583.792188,47,114,68,156,2.564453,Very_Close,valid_depth,conf2,799,578,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage3_002940,Garage3,2940,49.018780125072226,3,yolo,0.330254,383.831116,409.914734,428.836792,535.767883,395.082535,428.792706,417.585373,485.426623,105,114,112,130,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002964,Garage3,2964,49.41893162508495,1,yolo,0.89236,0.282108,373.811157,172.585815,719.220947,43.358035,425.622625,129.509888,581.057031,11,113,35,155,2.203125,Very_Close,valid_depth,conf2,830,183,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage3_002964,Garage3,2964,49.41893162508495,2,yolo,0.708304,342.50708,406.901825,400.398804,534.044067,356.980011,425.973161,385.925873,483.18717,95,113,103,129,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_002988,Garage3,2988,49.81908308318816,1,yolo,0.709961,0.159385,486.481293,36.040726,719.421875,9.12972,521.42238,27.070391,626.245642,2,139,8,167,2.986328,Very_Close,valid_depth,conf1,5,,fallback_conf_ge_1,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage3_002988,Garage3,2988,49.81908308318816,2,added,,319.333332,400.333328,351.333332,454.333328,327.333332,408.433328,343.333332,432.733328,87,108,92,116,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_003228,Garage3,3228,53.82059845817275,1,yolo,0.761902,363.75528,409.029968,411.611755,540.512451,375.719399,428.75234,399.647636,487.919458,100,114,107,131,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_003336,Garage3,3336,55.62128070811741,1,yolo,0.889912,532.99823,408.603516,614.696594,560.667847,553.422821,431.413166,594.272003,499.842115,147,115,159,134,8.242188,Far,valid_depth,conf1,54,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage3_003372,Garage3,3372,56.22150816721842,1,yolo,0.781905,605.474854,409.297943,673.761475,565.593628,622.546509,432.742296,656.68982,503.075354,166,115,176,135,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_003420,Garage3,3420,57.02181150019169,1,yolo,0.883686,247.348389,399.680878,367.875092,667.894592,277.480065,439.912935,337.743416,560.609106,73,117,91,150,4.703125,Close,valid_depth,conf2,373,237,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_003420,Garage3,3420,57.02181150019169,2,edited,0.866426,730.11617,421.164276,778.591878,578.975667,742.235097,444.835985,766.472951,515.851111,197,118,205,138,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_003456,Garage3,3456,57.62203895812854,1,yolo,0.876476,356.223297,395.176758,441.992432,654.490234,377.665581,434.073779,420.550148,550.764844,100,115,113,147,4.945312,Close,valid_depth,conf2,343,235,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_003456,Garage3,3456,57.62203895812854,2,yolo,0.79219,796.612915,414.363007,870.65271,586.467529,815.122864,440.178685,852.142761,517.62572,217,117,228,139,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage3_003480,Garage3,3480,58.02219058317132,1,yolo,0.890128,391.842041,398.10022,502.75946,641.31189,419.571396,434.58197,475.030105,544.027222,111,115,127,146,5.191406,Close,valid_depth,conf2,344,132,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage3_003480,Garage3,3480,58.02219058317132,2,yolo,0.327664,899.419312,408.812897,934.439819,447.336548,908.174439,414.591445,925.684692,431.927088,242,110,247,116,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,true,2026-07-02T11:42:37-04:00
Garage3_003588,Garage3,3588,59.82287250016816,1,yolo,0.836485,601.070679,401.439453,660.979004,598.182434,616.04776,430.9509,646.001923,519.485242,164,114,173,139,6.335938,Far,valid_depth,conf2,186,157,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000114,Garage4,114,3.8014624170027673,1,yolo,0.912075,764.903198,361.885742,959.30188,719.217346,813.502868,415.485483,910.702209,576.284704,216,110,243,154,1.942383,Very_Close,valid_depth,conf1,70,,fallback_conf_ge_1,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000114,Garage4,114,3.8014624170027673,2,yolo,0.919271,0.179615,357.652405,152.985306,719.14209,38.381038,411.875858,114.783883,574.546216,10,109,31,154,2.898438,Very_Close,valid_depth,conf2,217,6,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000132,Garage4,132,4.401693334104493,1,yolo,0.866965,67.036224,370.727783,255.462402,719.714966,114.142769,423.07586,208.355858,580.120093,30,112,56,155,1.863281,Very_Close,valid_depth,conf2,1060,790,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000132,Garage4,132,4.401693334104493,2,yolo,0.919321,676.553223,370.204773,856.460327,719.643555,721.529999,422.62059,811.483551,579.868042,192,112,217,155,2.21582,Very_Close,valid_depth,conf2,777,72,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000144,Garage4,144,4.801847208989784,1,edited,0.925138,664.510986,377.413452,786.56488,719.470703,695.02446,428.72204,756.051406,582.647803,185,114,202,156,2.365234,Very_Close,valid_depth,conf2,657,593,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000144,Garage4,144,4.801847208989784,2,yolo,0.919784,172.794678,374.010864,331.797302,719.435303,212.545334,425.82453,292.046646,581.265527,56,113,78,156,2.048828,Very_Close,valid_depth,conf2,827,669,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000162,Garage4,162,5.402078000130132,1,yolo,0.93525,242.36467,376.036682,456.526062,718.529419,295.905018,427.410593,402.985714,581.532324,78,113,108,156,2.472656,Very_Close,valid_depth,conf2,934,809,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000162,Garage4,162,5.402078000130132,2,yolo,0.901793,628.479614,383.434021,752.216553,719.593384,659.413849,433.857925,721.282318,585.129639,175,115,193,157,2.808594,Very_Close,valid_depth,conf2,678,533,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000174,Garage4,174,5.802231917157769,1,yolo,0.939242,308.38266,382.633911,477.427734,719.650513,350.643929,433.186401,435.166465,584.843872,93,115,117,156,2.748047,Very_Close,valid_depth,conf2,802,623,conf_eq_2,,Very_Close,true,2026-07-02T11:42:37-04:00
Garage4_000174,Garage4,174,5.802231917157769,2,yolo,0.924721,574.504028,385.634857,728.78833,719.514038,613.075103,435.716734,690.217254,585.962366,163,116,185,157,3.359375,Close,valid_depth,conf2,798,755,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000186,Garage4,186,6.202385833952576,1,yolo,0.903827,365.760193,387.300018,498.438995,719.477539,398.929893,437.126646,465.269295,586.606531,106,116,125,157,3.080078,Close,valid_depth,conf2,717,650,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000186,Garage4,186,6.202385833952576,2,yolo,0.910315,578.456909,396.292419,710.838135,717.623779,611.552215,444.492123,677.742828,589.091235,163,118,181,158,3.742188,Close,valid_depth,conf2,672,655,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000204,Garage4,204,6.802616833942011,1,yolo,0.882167,423.874237,392.393005,545.037109,718.63147,454.164955,441.328775,514.746391,588.136084,121,117,138,157,3.568359,Close,valid_depth,conf2,651,579,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000204,Garage4,204,6.802616833942011,2,yolo,0.867535,593.795166,400.792877,690.757751,689.433716,618.035812,444.089003,666.517105,573.97738,164,118,178,154,4.503906,Close,valid_depth,conf2,498,480,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000216,Garage4,216,7.202770750038326,1,yolo,0.905058,444.593903,391.561157,565.584351,717.095764,474.841515,440.391348,535.336739,586.881921,126,117,143,157,3.921875,Close,valid_depth,conf2,614,484,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000216,Garage4,216,7.202770750038326,2,yolo,0.89004,581.976807,395.363708,698.532593,653.66272,611.115753,434.10856,669.393647,550.343115,162,115,179,147,4.933594,Close,valid_depth,conf2,457,419,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000228,Garage4,228,7.602924792096019,1,yolo,0.920228,458.659912,396.069305,583.907532,687.744019,489.971817,439.820512,552.595627,571.074133,130,117,148,153,4.339844,Close,valid_depth,conf2,538,384,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000228,Garage4,228,7.602924792096019,2,yolo,0.896729,592.630493,400.439209,688.009888,633.799622,616.475342,435.443271,664.165039,540.455457,164,116,178,145,5.332031,Close,valid_depth,conf2,355,219,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000240,Garage4,240,8.003078834153712,1,yolo,0.883538,477.386444,398.489777,584.406189,680.304443,504.14138,440.761977,557.651253,567.578577,134,117,149,152,4.628906,Close,valid_depth,conf2,424,331,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000240,Garage4,240,8.003078834153712,2,yolo,0.882959,603.479126,402.645172,692.77832,623.319702,625.803924,435.746352,670.453521,535.04989,166,116,179,143,5.589844,Close,valid_depth,conf2,296,11,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000258,Garage4,258,8.603309834143147,1,yolo,0.907281,514.007263,397.608154,599.490967,645.042725,535.378189,434.72334,578.120041,546.068897,142,115,155,146,5.140625,Close,valid_depth,conf2,353,286,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000258,Garage4,258,8.603309834143147,2,yolo,0.896633,607.254761,403.40918,686.562195,598.196411,627.081619,432.627265,666.735337,520.281519,167,115,178,139,6.429688,Far,valid_depth,conf2,231,176,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000282,Garage4,282,9.40361783397384,1,yolo,0.92214,539.90332,396.634369,615.959717,617.460815,558.917419,429.758336,596.945618,529.130237,149,114,160,142,5.867188,Close,valid_depth,conf2,253,195,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000282,Garage4,282,9.40361783397384,2,yolo,0.850582,620.466248,401.878143,681.344116,572.794434,635.685715,427.515587,666.124649,504.427918,169,114,178,135,7.339844,Far,valid_depth,conf2,160,39,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000282,Garage4,282,9.40361783397384,3,edited,0.506787,205.826279,411.381958,247.50209,585.070679,216.245232,437.435266,237.083137,515.595191,57,116,64,138,7.066406,Far,valid_depth,conf1,23,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000306,Garage4,306,10.203925749985501,1,yolo,0.588494,582.883789,402.506287,673.266479,604.165649,605.479461,432.755191,650.670807,523.501904,161,115,174,140,6.203125,Far,valid_depth,conf2,192,2,conf_eq_2,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000306,Garage4,306,10.203925749985501,2,yolo,0.865948,310.401917,398.97052,381.587128,631.933411,328.19822,433.914954,363.790825,538.748255,87,115,98,144,5.507812,Close,valid_depth,conf2,260,15,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000306,Garage4,306,10.203925749985501,3,yolo,0.582134,628.591187,403.646393,675.867554,555.206055,640.410279,426.380342,664.048462,494.58219,170,113,178,132,6.222656,Far,valid_depth,conf1,3,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000336,Garage4,336,11.204310875153169,1,yolo,0.846284,491.046143,399.915283,553.56897,635.931458,506.67685,435.317709,537.938263,541.524988,135,116,144,145,5.34375,Close,valid_depth,conf2,239,168,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000336,Garage4,336,11.204310875153169,2,yolo,0.751891,646.476685,407.224548,708.401245,583.329163,661.957825,433.64024,692.920105,512.887317,176,115,185,137,7.035156,Far,valid_depth,conf1,105,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000336,Garage4,336,11.204310875153169,3,yolo,0.741654,608.621216,403.176392,651.714355,531.109436,619.394501,422.366349,640.94107,479.936218,165,112,171,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000354,Garage4,354,11.804542083991691,1,edited,0.784475,605.341003,403.902527,671.033142,643.645996,621.764038,439.864047,654.610107,547.748608,165,117,175,147,5.070312,Close,valid_depth,conf2,237,148,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000354,Garage4,354,11.804542083991691,2,yolo,0.667071,651.605835,400.796265,712.599854,571.979004,666.85434,426.473676,697.351349,503.505908,177,113,186,135,7.46875,Far,valid_depth,conf1,10,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000354,Garage4,354,11.804542083991691,3,edited,0.621844,592.711975,400.852875,620.100769,474.71875,599.559174,411.932756,613.253571,445.1724,159,109,164,119,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000384,Garage4,384,12.80492720915936,1,yolo,0.823276,797.674438,402.572205,860.553955,652.65271,813.394317,440.084281,844.834076,552.620508,216,117,226,148,8.117188,Far,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000384,Garage4,384,12.80492720915936,2,yolo,0.809757,664.370056,403.197571,718.059692,555.891235,677.792465,426.101621,704.637283,494.813769,180,113,188,132,8.546875,Far,valid_depth,conf1,94,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000384,Garage4,384,12.80492720915936,3,yolo,0.729072,548.708313,409.595215,595.86438,512.458374,560.49733,425.024689,584.075363,471.31311,149,113,156,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000396,Garage4,396,13.205081291962415,1,yolo,0.768246,664.520691,403.583954,716.853027,549.018555,677.603775,425.399144,703.769943,490.844715,180,113,188,131,8.898438,Far,valid_depth,conf1,48,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000396,Garage4,396,13.205081291962415,2,yolo,0.784046,513.810181,408.538391,568.32489,512.278687,527.438858,424.099435,554.696213,470.782569,140,113,148,126,17.140625,Far,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000396,Garage4,396,13.205081291962415,3,added,,879.333332,402.333328,938.333332,483.333328,894.083332,414.483328,923.583332,450.933328,238,110,247,121,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,true,2026-07-02T11:42:37-04:00
Garage4_000426,Garage4,426,14.205466584069654,1,yolo,0.727644,654.122681,410.440887,699.765381,537.366821,665.533356,429.479777,688.354706,486.596447,177,114,184,130,9.726562,Far,valid_depth,conf1,58,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000426,Garage4,426,14.205466584069654,2,yolo,0.699381,471.354309,403.745483,500.5242,510.259338,478.646782,419.722561,493.231727,467.653796,127,111,132,125,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000444,Garage4,444,14.805697791976854,1,yolo,0.803209,640.732178,405.697449,684.43634,529.306824,651.658218,424.238855,673.510299,479.863074,173,113,180,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000444,Garage4,444,14.805697791976854,2,yolo,0.746539,426.993225,402.072693,475.071106,512.489685,439.012695,418.635242,463.051636,468.322888,117,111,124,125,10.945312,Far,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000456,Garage4,456,15.205851959064603,1,yolo,0.801069,403.465637,404.040527,448.877625,514.982483,414.818634,420.68182,437.524628,470.605701,110,112,117,126,10.144531,Far,valid_depth,conf1,2,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000456,Garage4,456,15.205851959064603,2,yolo,0.70072,628.291077,403.808411,664.708374,525.736572,637.395401,422.097635,655.60405,476.965308,169,112,175,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000474,Garage4,474,15.80608320911415,1,yolo,0.898367,368.702728,403.6539,423.003662,519.8927,382.277962,421.08972,409.428428,473.39718,101,112,110,127,10.058594,Far,valid_depth,conf1,4,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000474,Garage4,474,15.80608320911415,2,yolo,0.802689,599.566895,409.088654,649.238403,521.098511,611.984772,425.890133,636.820526,476.294568,163,113,170,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000498,Garage4,498,16.60639158403501,1,yolo,0.763998,573.342834,409.068878,616.02417,515.229126,584.013168,424.992915,605.353836,472.765027,155,113,162,127,15.816406,Far,valid_depth,conf1,2,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000498,Garage4,498,16.60639158403501,2,yolo,0.795589,334.97113,403.106049,370.186157,528.296509,343.774887,421.884618,361.3824,478.220325,91,112,97,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000516,Garage4,516,17.20662287506275,1,yolo,0.779323,542.452942,407.738403,584.353577,514.911682,552.928101,423.814395,573.878418,472.04237,147,113,154,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000516,Garage4,516,17.20662287506275,2,yolo,0.666423,285.090332,403.557983,315.82666,448.303406,292.774414,410.269796,308.142578,430.405237,78,109,83,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000534,Garage4,534,17.806854084134102,1,edited,0.764779,508.394409,403.551392,543.332825,514.941162,517.129013,420.259858,534.598221,470.385254,137,112,143,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000534,Garage4,534,17.806854084134102,2,yolo,0.592287,225.808456,401.535828,262.610352,446.821472,235.00893,408.328675,253.409878,428.707214,62,108,68,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000546,Garage4,546,18.20700841699727,1,yolo,0.803825,494.627686,405.306641,535.883179,514.591797,504.941559,421.699414,525.569306,470.877735,134,112,141,126,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000588,Garage4,588,19.60754816699773,1,yolo,0.764266,443.824097,405.593536,476.913635,524.451538,452.096481,423.422236,468.641251,476.908337,120,112,125,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000612,Garage4,612,20.407856750069186,1,yolo,0.817346,400.031708,405.19043,447.862701,526.993286,411.989456,423.460858,435.904953,478.272144,109,112,117,128,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000612,Garage4,612,20.407856750069186,2,yolo,0.610153,228.795639,402.450073,274.218506,448.410004,240.151356,409.344063,262.862789,430.026032,64,109,71,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000612,Garage4,612,20.407856750069186,3,added,,873.333332,418.333328,921.333332,472.333328,885.333332,426.433328,909.333332,450.733328,236,113,243,121,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,true,2026-07-02T11:42:37-04:00
Garage4_000630,Garage4,630,21.00808829208836,1,yolo,0.87752,736.438354,406.369446,844.030273,638.16394,763.336334,441.13862,817.132293,545.446142,203,117,218,146,5.25,Close,valid_depth,conf1,189,,fallback_conf_ge_1,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000630,Garage4,630,21.00808829208836,2,yolo,0.826714,401.136902,404.365631,446.270996,535.054077,412.420426,423.968898,434.987473,482.778699,109,113,116,129,9.273438,Far,valid_depth,conf1,20,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000630,Garage4,630,21.00808829208836,3,yolo,0.512199,269.806732,401.601471,326.494751,446.317474,283.978737,408.308871,312.322746,428.431073,75,108,84,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000642,Garage4,642,21.408242458943278,1,yolo,0.888708,655.784546,409.790527,789.177612,638.142761,689.132812,444.043362,755.829345,546.801867,183,118,202,146,5.21875,Close,valid_depth,conf2,319,143,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000642,Garage4,642,21.408242458943278,2,yolo,0.843644,401.217407,405.431213,442.187805,543.345703,411.460006,426.118386,431.945206,488.179907,109,113,116,131,9.265625,Far,valid_depth,conf1,77,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000642,Garage4,642,21.408242458943278,3,yolo,0.279663,301.927734,405.03717,342.954346,448.609772,312.184387,411.57306,332.697693,431.180731,83,109,89,115,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000654,Garage4,654,21.808396792039275,1,yolo,0.908239,579.95874,404.203949,702.833313,641.99707,610.677383,439.872917,672.11467,546.879822,162,117,180,146,5.164062,Close,valid_depth,conf2,356,117,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000654,Garage4,654,21.808396792039275,2,yolo,0.81369,400.328003,405.122589,447.145081,546.870361,412.032273,426.384755,435.440811,490.171252,109,113,117,131,8.96875,Far,valid_depth,conf1,82,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000654,Garage4,654,21.808396792039275,3,yolo,0.692939,328.359253,400.739319,363.845093,533.75293,337.230713,420.691361,354.973633,480.547486,89,112,95,129,,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,true,2026-07-02T11:42:37-04:00
Garage4_000666,Garage4,666,22.20855108415708,1,yolo,0.852377,535.76001,398.009583,600.124512,647.096008,551.851135,435.372547,584.033387,547.461438,147,116,156,146,5.089844,Close,valid_depth,conf2,245,196,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000666,Garage4,666,22.20855108415708,2,yolo,0.879534,400.421722,403.790527,455.678192,551.128845,414.235839,425.891275,441.864075,492.193518,110,113,118,132,8.21875,Far,valid_depth,conf1,44,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000666,Garage4,666,22.20855108415708,3,yolo,0.796714,349.382629,403.273224,394.7276,538.92395,360.718872,423.620833,383.391357,484.66366,96,112,103,130,9.148438,Far,valid_depth,conf1,76,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
Garage4_000678,Garage4,678,22.60870537511073,1,yolo,0.880827,445.90036,402.006958,553.864868,651.845764,472.891487,439.482779,526.873741,551.910242,126,117,141,148,4.792969,Close,valid_depth,conf2,340,206,conf_eq_2,,Close,true,2026-07-02T11:42:37-04:00
Garage4_000678,Garage4,678,22.60870537511073,2,yolo,0.668163,406.620026,404.482971,449.31839,562.431458,417.294617,428.175244,438.643799,499.252063,111,114,117,134,7.623047,Far,valid_depth,conf1,6,,fallback_conf_ge_1,,Far,true,2026-07-02T11:42:37-04:00
