worker_key,image_id,recording,scene_type,frame_id,time_sec,worker_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,inner_x1,inner_y1,inner_x2,inner_y2,depth_region_x1,depth_region_y1,depth_region_x2,depth_region_y2,depth_z_m,depth_status,depth_source,depth_valid_count,depth_high_conf_count,depth_reason,manual_distance_band,distance_band_gt_original,distance_class_3,distance_label_source,depth_train_usable,distance_eval_usable,high_visibility_vest,helmet_status,helmet_worn_binary,orientation,occlusion_level,phone_status,semantic_verified,semantic_final_gt,semantic_label_source,notes
Garage3_002988#1,Garage3_002988,Garage3,indoor_garage,2988,49.81908308318816,1,0.159385,486.481293,36.040726,719.421875,9.12972,521.42238,27.070391,626.245642,2,139,8,167,2.986328,valid_depth,conf1,5,,fallback_conf_ge_1,,Very_Close,<3,lidar_depth_z_m,true,true,true,uncertain,uncertain,uncertain,heavy,uncertain,true,true,human_verified,
Garage3_002988#2,Garage3_002988,Garage3,indoor_garage,2988,49.81908308318816,2,319.333332,400.333328,351.333332,454.333328,327.333332,408.433328,343.333332,432.733328,87,108,92,116,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,partial,uncertain,true,true,human_verified,
Garage3_003228#1,Garage3_003228,Garage3,indoor_garage,3228,53.82059845817275,1,363.75528,409.029968,411.611755,540.512451,375.719399,428.75234,399.647636,487.919458,100,114,107,131,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage3_003336#1,Garage3_003336,Garage3,indoor_garage,3336,55.62128070811741,1,532.99823,408.603516,614.696594,560.667847,553.422821,431.413166,594.272003,499.842115,147,115,159,134,8.242188,valid_depth,conf1,54,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage3_003372#1,Garage3_003372,Garage3,indoor_garage,3372,56.22150816721842,1,605.474854,409.297943,673.761475,565.593628,622.546509,432.742296,656.68982,503.075354,166,115,176,135,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage3_003420#1,Garage3_003420,Garage3,indoor_garage,3420,57.02181150019169,1,247.348389,399.680878,367.875092,667.894592,277.480065,439.912935,337.743416,560.609106,73,117,91,150,4.703125,valid_depth,conf2,373,237,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_secured,true,Side,none,none,true,true,human_verified,
Garage3_003420#2,Garage3_003420,Garage3,indoor_garage,3420,57.02181150019169,2,730.11617,421.164276,778.591878,578.975667,742.235097,444.835985,766.472951,515.851111,197,118,205,138,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,partial,none,true,true,helmet_auto_worn_unknown,
Garage3_003456#1,Garage3_003456,Garage3,indoor_garage,3456,57.62203895812854,1,356.223297,395.176758,441.992432,654.490234,377.665581,434.073779,420.550148,550.764844,100,115,113,147,4.945312,valid_depth,conf2,343,235,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_secured,true,Side,none,none,true,true,human_verified,
Garage3_003456#2,Garage3_003456,Garage3,indoor_garage,3456,57.62203895812854,2,796.612915,414.363007,870.65271,586.467529,815.122864,440.178685,852.142761,517.62572,217,117,228,139,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,partial,none,true,true,helmet_auto_worn_unknown,
Garage3_003480#1,Garage3_003480,Garage3,indoor_garage,3480,58.02219058317132,1,391.842041,398.10022,502.75946,641.31189,419.571396,434.58197,475.030105,544.027222,111,115,127,146,5.191406,valid_depth,conf2,344,132,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_secured,true,Side,none,none,true,true,human_verified,
Garage3_003480#2,Garage3_003480,Garage3,indoor_garage,3480,58.02219058317132,2,899.419312,408.812897,934.439819,447.336548,908.174439,414.591445,925.684692,431.927088,242,110,247,116,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,3-6,manual_distance_band,false,true,uncertain,worn_unknown,true,Side,heavy,uncertain,true,true,human_verified,
Garage3_003588#1,Garage3_003588,Garage3,indoor_garage,3588,59.82287250016816,1,601.070679,401.439453,660.979004,598.182434,616.04776,430.9509,646.001923,519.485242,164,114,173,139,6.335938,valid_depth,conf2,186,157,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000114#1,Garage4_000114,Garage4,indoor_garage,114,3.8014624170027673,1,764.903198,361.885742,959.30188,719.217346,813.502868,415.485483,910.702209,576.284704,216,110,243,154,1.942383,valid_depth,conf1,70,,fallback_conf_ge_1,,Very_Close,<3,lidar_depth_z_m,true,true,false,absent,false,Side,partial,none,true,true,gpt_prelabel,
Garage4_000114#2,Garage4_000114,Garage4,indoor_garage,114,3.8014624170027673,2,0.179615,357.652405,152.985306,719.14209,38.381038,411.875858,114.783883,574.546216,10,109,31,154,2.898438,valid_depth,conf2,217,6,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000132#1,Garage4_000132,Garage4,indoor_garage,132,4.401693334104493,1,67.036224,370.727783,255.462402,719.714966,114.142769,423.07586,208.355858,580.120093,30,112,56,155,1.863281,valid_depth,conf2,1060,790,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000132#2,Garage4_000132,Garage4,indoor_garage,132,4.401693334104493,2,676.553223,370.204773,856.460327,719.643555,721.529999,422.62059,811.483551,579.868042,192,112,217,155,2.21582,valid_depth,conf2,777,72,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,false,absent,false,Side,partial,none,true,true,gpt_prelabel,
Garage4_000144#1,Garage4_000144,Garage4,indoor_garage,144,4.801847208989784,1,664.510986,377.413452,786.56488,719.470703,695.02446,428.72204,756.051406,582.647803,185,114,202,156,2.365234,valid_depth,conf2,657,593,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,false,absent,false,Side,partial,uncertain,true,true,gpt_prelabel,
Garage4_000144#2,Garage4_000144,Garage4,indoor_garage,144,4.801847208989784,2,172.794678,374.010864,331.797302,719.435303,212.545334,425.82453,292.046646,581.265527,56,113,78,156,2.048828,valid_depth,conf2,827,669,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000162#1,Garage4_000162,Garage4,indoor_garage,162,5.402078000130132,1,242.36467,376.036682,456.526062,718.529419,295.905018,427.410593,402.985714,581.532324,78,113,108,156,2.472656,valid_depth,conf2,934,809,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000162#2,Garage4_000162,Garage4,indoor_garage,162,5.402078000130132,2,628.479614,383.434021,752.216553,719.593384,659.413849,433.857925,721.282318,585.129639,175,115,193,157,2.808594,valid_depth,conf2,678,533,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,false,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage4_000174#1,Garage4_000174,Garage4,indoor_garage,174,5.802231917157769,1,308.38266,382.633911,477.427734,719.650513,350.643929,433.186401,435.166465,584.843872,93,115,117,156,2.748047,valid_depth,conf2,802,623,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000174#2,Garage4_000174,Garage4,indoor_garage,174,5.802231917157769,2,574.504028,385.634857,728.78833,719.514038,613.075103,435.716734,690.217254,585.962366,163,116,185,157,3.359375,valid_depth,conf2,798,755,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000186#1,Garage4_000186,Garage4,indoor_garage,186,6.202385833952576,1,365.760193,387.300018,498.438995,719.477539,398.929893,437.126646,465.269295,586.606531,106,116,125,157,3.080078,valid_depth,conf2,717,650,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000186#2,Garage4_000186,Garage4,indoor_garage,186,6.202385833952576,2,578.456909,396.292419,710.838135,717.623779,611.552215,444.492123,677.742828,589.091235,163,118,181,158,3.742188,valid_depth,conf2,672,655,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000204#1,Garage4_000204,Garage4,indoor_garage,204,6.802616833942011,1,423.874237,392.393005,545.037109,718.63147,454.164955,441.328775,514.746391,588.136084,121,117,138,157,3.568359,valid_depth,conf2,651,579,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000204#2,Garage4_000204,Garage4,indoor_garage,204,6.802616833942011,2,593.795166,400.792877,690.757751,689.433716,618.035812,444.089003,666.517105,573.97738,164,118,178,154,4.503906,valid_depth,conf2,498,480,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000216#1,Garage4_000216,Garage4,indoor_garage,216,7.202770750038326,1,444.593903,391.561157,565.584351,717.095764,474.841515,440.391348,535.336739,586.881921,126,117,143,157,3.921875,valid_depth,conf2,614,484,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000216#2,Garage4_000216,Garage4,indoor_garage,216,7.202770750038326,2,581.976807,395.363708,698.532593,653.66272,611.115753,434.10856,669.393647,550.343115,162,115,179,147,4.933594,valid_depth,conf2,457,419,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000228#1,Garage4_000228,Garage4,indoor_garage,228,7.602924792096019,1,458.659912,396.069305,583.907532,687.744019,489.971817,439.820512,552.595627,571.074133,130,117,148,153,4.339844,valid_depth,conf2,538,384,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000228#2,Garage4_000228,Garage4,indoor_garage,228,7.602924792096019,2,592.630493,400.439209,688.009888,633.799622,616.475342,435.443271,664.165039,540.455457,164,116,178,145,5.332031,valid_depth,conf2,355,219,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000240#1,Garage4_000240,Garage4,indoor_garage,240,8.003078834153712,1,477.386444,398.489777,584.406189,680.304443,504.14138,440.761977,557.651253,567.578577,134,117,149,152,4.628906,valid_depth,conf2,424,331,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000240#2,Garage4_000240,Garage4,indoor_garage,240,8.003078834153712,2,603.479126,402.645172,692.77832,623.319702,625.803924,435.746352,670.453521,535.04989,166,116,179,143,5.589844,valid_depth,conf2,296,11,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000258#1,Garage4_000258,Garage4,indoor_garage,258,8.603309834143147,1,514.007263,397.608154,599.490967,645.042725,535.378189,434.72334,578.120041,546.068897,142,115,155,146,5.140625,valid_depth,conf2,353,286,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000258#2,Garage4_000258,Garage4,indoor_garage,258,8.603309834143147,2,607.254761,403.40918,686.562195,598.196411,627.081619,432.627265,666.735337,520.281519,167,115,178,139,6.429688,valid_depth,conf2,231,176,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage4_000282#1,Garage4_000282,Garage4,indoor_garage,282,9.40361783397384,1,539.90332,396.634369,615.959717,617.460815,558.917419,429.758336,596.945618,529.130237,149,114,160,142,5.867188,valid_depth,conf2,253,195,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_secured,true,Back,none,none,true,true,human_verified,
Garage4_000282#2,Garage4_000282,Garage4,indoor_garage,282,9.40361783397384,2,620.466248,401.878143,681.344116,572.794434,635.685715,427.515587,666.124649,504.427918,169,114,178,135,7.339844,valid_depth,conf2,160,39,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,human_verified,
Garage4_000282#3,Garage4_000282,Garage4,indoor_garage,282,9.40361783397384,3,205.826279,411.381958,247.50209,585.070679,216.245232,437.435266,237.083137,515.595191,57,116,64,138,7.066406,valid_depth,conf1,23,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,heavy,uncertain,true,true,human_verified,
Garage4_000306#1,Garage4_000306,Garage4,indoor_garage,306,10.203925749985501,1,582.883789,402.506287,673.266479,604.165649,605.479461,432.755191,650.670807,523.501904,161,115,174,140,6.203125,valid_depth,conf2,192,2,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000306#2,Garage4_000306,Garage4,indoor_garage,306,10.203925749985501,2,310.401917,398.97052,381.587128,631.933411,328.19822,433.914954,363.790825,538.748255,87,115,98,144,5.507812,valid_depth,conf2,260,15,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000306#3,Garage4_000306,Garage4,indoor_garage,306,10.203925749985501,3,628.591187,403.646393,675.867554,555.206055,640.410279,426.380342,664.048462,494.58219,170,113,178,132,6.222656,valid_depth,conf1,3,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Side,partial,none,true,true,gpt_prelabel,
Garage4_000336#1,Garage4_000336,Garage4,indoor_garage,336,11.204310875153169,1,491.046143,399.915283,553.56897,635.931458,506.67685,435.317709,537.938263,541.524988,135,116,144,145,5.34375,valid_depth,conf2,239,168,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000336#2,Garage4_000336,Garage4,indoor_garage,336,11.204310875153169,2,646.476685,407.224548,708.401245,583.329163,661.957825,433.64024,692.920105,512.887317,176,115,185,137,7.035156,valid_depth,conf1,105,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000336#3,Garage4_000336,Garage4,indoor_garage,336,11.204310875153169,3,608.621216,403.176392,651.714355,531.109436,619.394501,422.366349,640.94107,479.936218,165,112,171,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage4_000354#1,Garage4_000354,Garage4,indoor_garage,354,11.804542083991691,1,605.341003,403.902527,671.033142,643.645996,621.764038,439.864047,654.610107,547.748608,165,117,175,147,5.070312,valid_depth,conf2,237,148,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000354#2,Garage4_000354,Garage4,indoor_garage,354,11.804542083991691,2,651.605835,400.796265,712.599854,571.979004,666.85434,426.473676,697.351349,503.505908,177,113,186,135,7.46875,valid_depth,conf1,10,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000354#3,Garage4_000354,Garage4,indoor_garage,354,11.804542083991691,3,592.711975,400.852875,620.100769,474.71875,599.559174,411.932756,613.253571,445.1724,159,109,164,119,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,absent,false,Side,partial,none,true,true,human_verified,
Garage4_000384#1,Garage4_000384,Garage4,indoor_garage,384,12.80492720915936,1,797.674438,402.572205,860.553955,652.65271,813.394317,440.084281,844.834076,552.620508,216,117,226,148,8.117188,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000384#2,Garage4_000384,Garage4,indoor_garage,384,12.80492720915936,2,664.370056,403.197571,718.059692,555.891235,677.792465,426.101621,704.637283,494.813769,180,113,188,132,8.546875,valid_depth,conf1,94,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000384#3,Garage4_000384,Garage4,indoor_garage,384,12.80492720915936,3,548.708313,409.595215,595.86438,512.458374,560.49733,425.024689,584.075363,471.31311,149,113,156,126,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Back,none,none,true,true,human_verified,
Garage4_000396#1,Garage4_000396,Garage4,indoor_garage,396,13.205081291962415,1,664.520691,403.583954,716.853027,549.018555,677.603775,425.399144,703.769943,490.844715,180,113,188,131,8.898438,valid_depth,conf1,48,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000396#2,Garage4_000396,Garage4,indoor_garage,396,13.205081291962415,2,513.810181,408.538391,568.32489,512.278687,527.438858,424.099435,554.696213,470.782569,140,113,148,126,17.140625,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage4_000396#3,Garage4_000396,Garage4,indoor_garage,396,13.205081291962415,3,879.333332,402.333328,938.333332,483.333328,894.083332,414.483328,923.583332,450.933328,238,110,247,121,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,3-6,manual_distance_band,false,true,false,worn_unknown,true,Side,partial,none,true,true,helmet_auto_worn_unknown,
Garage4_000426#1,Garage4_000426,Garage4,indoor_garage,426,14.205466584069654,1,654.122681,410.440887,699.765381,537.366821,665.533356,429.479777,688.354706,486.596447,177,114,184,130,9.726562,valid_depth,conf1,58,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Back,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000426#2,Garage4_000426,Garage4,indoor_garage,426,14.205466584069654,2,471.354309,403.745483,500.5242,510.259338,478.646782,419.722561,493.231727,467.653796,127,111,132,125,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,none,true,true,human_verified,
Garage4_000444#1,Garage4_000444,Garage4,indoor_garage,444,14.805697791976854,1,640.732178,405.697449,684.43634,529.306824,651.658218,424.238855,673.510299,479.863074,173,113,180,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000444#2,Garage4_000444,Garage4,indoor_garage,444,14.805697791976854,2,426.993225,402.072693,475.071106,512.489685,439.012695,418.635242,463.051636,468.322888,117,111,124,125,10.945312,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage4_000456#1,Garage4_000456,Garage4,indoor_garage,456,15.205851959064603,1,403.465637,404.040527,448.877625,514.982483,414.818634,420.68182,437.524628,470.605701,110,112,117,126,10.144531,valid_depth,conf1,2,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage4_000456#2,Garage4_000456,Garage4,indoor_garage,456,15.205851959064603,2,628.291077,403.808411,664.708374,525.736572,637.395401,422.097635,655.60405,476.965308,169,112,175,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000474#1,Garage4_000474,Garage4,indoor_garage,474,15.80608320911415,1,368.702728,403.6539,423.003662,519.8927,382.277962,421.08972,409.428428,473.39718,101,112,110,127,10.058594,valid_depth,conf1,4,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage4_000474#2,Garage4_000474,Garage4,indoor_garage,474,15.80608320911415,2,599.566895,409.088654,649.238403,521.098511,611.984772,425.890133,636.820526,476.294568,163,113,170,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000498#1,Garage4_000498,Garage4,indoor_garage,498,16.60639158403501,1,573.342834,409.068878,616.02417,515.229126,584.013168,424.992915,605.353836,472.765027,155,113,162,127,15.816406,valid_depth,conf1,2,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,human_verified,
Garage4_000498#2,Garage4_000498,Garage4,indoor_garage,498,16.60639158403501,2,334.97113,403.106049,370.186157,528.296509,343.774887,421.884618,361.3824,478.220325,91,112,97,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,partial,none,true,true,human_verified,
Garage4_000516#1,Garage4_000516,Garage4,indoor_garage,516,17.20662287506275,1,542.452942,407.738403,584.353577,514.911682,552.928101,423.814395,573.878418,472.04237,147,113,154,126,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000516#2,Garage4_000516,Garage4,indoor_garage,516,17.20662287506275,2,285.090332,403.557983,315.82666,448.303406,292.774414,410.269796,308.142578,430.405237,78,109,83,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,heavy,uncertain,true,true,human_verified,
Garage4_000534#1,Garage4_000534,Garage4,indoor_garage,534,17.806854084134102,1,508.394409,403.551392,543.332825,514.941162,517.129013,420.259858,534.598221,470.385254,137,112,143,126,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Side,none,uncertain,true,true,human_verified,
Garage4_000534#2,Garage4_000534,Garage4,indoor_garage,534,17.806854084134102,2,225.808456,401.535828,262.610352,446.821472,235.00893,408.328675,253.409878,428.707214,62,108,68,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,heavy,uncertain,true,true,human_verified,
Garage4_000546#1,Garage4_000546,Garage4,indoor_garage,546,18.20700841699727,1,494.627686,405.306641,535.883179,514.591797,504.941559,421.699414,525.569306,470.877735,134,112,141,126,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000588#1,Garage4_000588,Garage4,indoor_garage,588,19.60754816699773,1,443.824097,405.593536,476.913635,524.451538,452.096481,423.422236,468.641251,476.908337,120,112,125,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000612#1,Garage4_000612,Garage4,indoor_garage,612,20.407856750069186,1,400.031708,405.19043,447.862701,526.993286,411.989456,423.460858,435.904953,478.272144,109,112,117,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000612#2,Garage4_000612,Garage4,indoor_garage,612,20.407856750069186,2,228.795639,402.450073,274.218506,448.410004,240.151356,409.344063,262.862789,430.026032,64,109,71,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,heavy,uncertain,true,true,human_verified,
Garage4_000612#3,Garage4_000612,Garage4,indoor_garage,612,20.407856750069186,3,873.333332,418.333328,921.333332,472.333328,885.333332,426.433328,909.333332,450.733328,236,113,243,121,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,3-6,manual_distance_band,false,true,uncertain,worn_unknown,true,Side,heavy,uncertain,true,true,human_verified,
Garage4_000630#1,Garage4_000630,Garage4,indoor_garage,630,21.00808829208836,1,736.438354,406.369446,844.030273,638.16394,763.336334,441.13862,817.132293,545.446142,203,117,218,146,5.25,valid_depth,conf1,189,,fallback_conf_ge_1,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unsecured,true,Side,none,none,true,true,human_verified,
Garage4_000630#2,Garage4_000630,Garage4,indoor_garage,630,21.00808829208836,2,401.136902,404.365631,446.270996,535.054077,412.420426,423.968898,434.987473,482.778699,109,113,116,129,9.273438,valid_depth,conf1,20,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000630#3,Garage4_000630,Garage4,indoor_garage,630,21.00808829208836,3,269.806732,401.601471,326.494751,446.317474,283.978737,408.308871,312.322746,428.431073,75,108,84,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,heavy,uncertain,true,true,human_verified,
Garage4_000642#1,Garage4_000642,Garage4,indoor_garage,642,21.408242458943278,1,655.784546,409.790527,789.177612,638.142761,689.132812,444.043362,755.829345,546.801867,183,118,202,146,5.21875,valid_depth,conf2,319,143,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unsecured,true,Side,none,none,true,true,human_verified,
Garage4_000642#2,Garage4_000642,Garage4,indoor_garage,642,21.408242458943278,2,401.217407,405.431213,442.187805,543.345703,411.460006,426.118386,431.945206,488.179907,109,113,116,131,9.265625,valid_depth,conf1,77,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,worn_unknown,true,Facing,none,none,true,true,helmet_auto_worn_unknown,
Garage4_000642#3,Garage4_000642,Garage4,indoor_garage,642,21.408242458943278,3,301.927734,405.03717,342.954346,448.609772,312.184387,411.57306,332.697693,431.180731,83,109,89,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Side,heavy,uncertain,true,true,human_verified,
Garage4_000654#1,Garage4_000654,Garage4,indoor_garage,654,21.808396792039275,1,579.95874,404.203949,702.833313,641.99707,610.677383,439.872917,672.11467,546.879822,162,117,180,146,5.164062,valid_depth,conf2,356,117,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,worn_unknown,true,Side,none,none,true,true,helmet_auto_worn_unknown,
